State,Division,Winner,Party
NSW,Barton,LANE,UAP
NSW,Calare,THORBY,CP
NSW,Cook,SHEEHAN,ALP
NSW,Cowper,PAGE,CP
NSW,Dalley,ROSEVEAR,ALP
NSW,Darling,CLARK,ALP
NSW,East Sydney,WARD,ALP
NSW,Eden-Monaro,PERKINS,UAP
NSW,Gwydir,SCULLY,ALP
NSW,Hume,COLLINS,CP
NSW,Hunter,JAMES,ALP
NSW,Lang,MULCAHY,ALP
NSW,Macquarie,LAWSON,UAP
NSW,Martin,McCALL,UAP
NSW,New England,THOMPSON,CP
NSW,Newcastle,WATKINS,ALP
NSW,North Sydney,HUGHES,UAP
NSW,Parkes,MARR,UAP
NSW,Parramatta,STEWART,UAP
NSW,Reid,GANDER,ALP
NSW,Richmond,ANTHONY,CP
NSW,Riverina,NOCK,CP
NSW,Robertson,GARDNER,UAP
NSW,Warringah,SPENDER,IND
NSW,Watson,JENNINGS,UAP
NSW,Wentworth,HARRISON,UAP
NSW,Werriwa,LAZZARINI,ALP
NSW,West Sydney,BEASLEY,ALP
VIC,Balaclava,WHITE,UAP
VIC,Ballaarat,POLLARD,ALP
VIC,Batman,BRENNAN,ALP
VIC,Bendigo,RANKIN,CP
VIC,Bourke,BLACKBURN,ALP
VIC,Corangamite,STREET,UAP
VIC,Corio,CASEY,UAP
VIC,Deakin,HUTCHINSON,UAP
VIC,Fawkner,HOLT,UAP
VIC,Flinders,FAIRBAIRN,UAP
VIC,Gippsland,PATERSON,CP
VIC,Henty,GULLETT,UAP
VIC,Indi,McEWEN,CP
VIC,Kooyong,MENZIES,UAP
VIC,Maribyrnong,DRAKEFORD,ALP
VIC,Melbourne,MALONEY,ALP
VIC,Melbourne Ports,HOLLOWAY,ALP
VIC,Wannon,SCHOLFIELD,UAP
VIC,Wimmera,WILSON,IND
VIC,Yarra,SCULLIN,ALP
QLD,Brisbane,LAWSON,ALP
QLD,Capricornia,FORDE,ALP
QLD,Darling Downs,FADDEN,CP
QLD,Griffith,BAKER,ALP
QLD,Herbert,MARTENS,ALP
QLD,Kennedy,RIORDAN,ALP
QLD,Lilley,JOLLY,UAP
QLD,Maranoa,HUNTER,CP
QLD,Moreton,FRANCIS,UAP
QLD,Wide Bay,CORSER,CP
SA,Adelaide,STACEY,UAP
SA,Barker,CAMERON,CP
SA,Boothby,PRICE,UAP
SA,Grey,BADMAN,CP
SA,Hindmarsh,MAKIN,ALP
SA,Wakefield,HAWKER,UAP
WA,Forrest,PROWSE,CP
WA,Fremantle,CURTIN,ALP
WA,Kalgoorlie,GREEN,ALP
WA,Perth,NAIRN,UAP
WA,Swan,GREGORY,CP
TAS,Bass,BARNARD,ALP
TAS,Darwin,BELL,UAP
TAS,Denison,MAHONEY,ALP
TAS,Franklin,FROST,ALP
TAS,Wilmot,LYONS,UAP
