State,Division,Winner,Party
NSW,Barrier,THOMAS,ALP
NSW,Bland,WATSON,ALP
NSW,Canobolas,BROWN,ALP
NSW,Cowper,CLARKE,Prot
NSW,Dalley,WILKS,FT
NSW,Darling,SPENCE,ALP
NSW,East Sydney,REID,FT
NSW,Eden-Monaro,CHAPMAN,IND
NSW,Gwydir,CRUICKSHANK,Prot
NSW,Hume,LYNE,Prot
NSW,Hunter,BARTON,Prot
NSW,Illawarra,FULLER,FT
NSW,Lang,McLEAN,FT
NSW,Macquarie,SMITH,FT
NSW,New England,SAWERS,Prot
NSW,Newcastle,WATKINS,ALP
NSW,North Sydney,,
NSW,Parkes,,
NSW,Parramatta,COOK,FT
NSW,Richmond,EWING,Prot
NSW,Riverina,CHANTER,Prot
NSW,Robertson,WILLIS,FT
NSW,South Sydney,EDWARDS,FT
NSW,Wentworth,McMILLAN,FT
NSW,Werriwa,CONROY,FT
NSW,West Sydney,HUGHES,ALP
VIC,Balaclava,TURNER,Prot
VIC,Ballaarat,DEAKIN,Prot
VIC,Bendigo,QUICK,Prot
VIC,Bourke,HUME-COOK,Prot
VIC,Corangamite,MANIFOLD,Prot
VIC,Corinella,McCAY,Prot
VIC,Corio,CROUCH,Prot
VIC,Echuca,McCOLL,Prot
VIC,Flinders,GROOM,FT
VIC,Gippsland,McLEAN,Prot
VIC,Grampians,SKENE,FT
VIC,Indi,ISAACS,Prot
VIC,Kooyong,KNOX,FT
VIC,Laanecoorie,SALMON,Prot
VIC,Melbourne,McEACHARN,Prot
VIC,Melbourne Ports,MAUGER,Prot
VIC,Mernda,HARPER,Prot
VIC,Moira,KENNEDY,Prot
VIC,Northern Melbourne,,
VIC,Southern Melbourne,,
VIC,Wannon,COOKE,FT
VIC,Wimmera,PHILLIPS,Prot
VIC,Yarra,TUDOR,ALP
QLD,Brisbane,MACDONALD-PATERSON,IND
QLD,Capricornia,PATERSON,IND
QLD,Darling Downs,GROOM,IND
QLD,Herbert,BAMFORD,ALP
QLD,Kennedy,McDONALD,ALP
QLD,Maranoa,PAGE,ALP
QLD,Moreton,WILKINSON,IND
QLD,Oxley,EDWARDS,Prot
QLD,Wide Bay,FISHER,ALP
WA,Coolgardie,MAHON,ALP
WA,Fremantle,SOLOMON,FT
WA,Kalgoorlie,KIRWAN,FT
WA,Perth,FOWLER,ALP
WA,Swan,FORREST,Prot
