State,Division,Winner,Party
NSW,Barrier,CONSIDINE,ALP
NSW,Calare,PIGOTT,NAT
NSW,Cook,CATTS,ALP
NSW,Cowper,THOMSON,NAT
NSW,Dalley,MAHONY,ALP
NSW,Darling,BLAKELEY,ALP
NSW,East Sydney,WEST,ALP
NSW,Eden-Monaro,CHAPMAN,NAT
NSW,Gwydir,WEBSTER,NAT
NSW,Hume,FALKINER,NAT
NSW,Hunter,CHARLTON,ALP
NSW,Illawarra,LAMOND,NAT
NSW,Lang,JOHNSON,NAT
NSW,Macquarie,NICHOLLS,ALP
NSW,Nepean,ORCHARD,NAT
NSW,New England,ABBOTT,NAT
NSW,Newcastle,WATKINS,ALP
NSW,North Sydney,RYRIE,NAT
NSW,Parkes,SMITH,NAT
NSW,Parramatta,COOK,NAT
NSW,Richmond,MASSY-GREENE,NAT
NSW,Riverina,CHANTER,NAT
NSW,Robertson,FLEMING,NAT
NSW,South Sydney,RILEY,ALP
NSW,Wentworth,KELLY,NAT
NSW,Werriwa,LYNCH,NAT
NSW,West Sydney,WALLACE,ALP
VIC,Balaclava,WATT,NAT
VIC,Ballaarat,McGRATH,ALP
VIC,Batman,BRENNAN,ALP
VIC,Bendigo,HUGHES,NAT
VIC,Bourke,ANSTEY,ALP
VIC,Corangamite,MANIFOLD,NAT
VIC,Corio,LISTER,NAT
VIC,Echuca,PALMER,NAT
VIC,Fawkner,MAXWELL,NAT
VIC,Flinders,IRVINE,NAT
VIC,Gippsland,WISE,NAT
VIC,Grampians,SALMON,NAT
VIC,Henty,BOYD,NAT
VIC,Indi,LECKIE,NAT
VIC,Kooyong,BEST,NAT
VIC,Maribyrnong,FENTON,ALP
VIC,Melbourne,MALONEY,ALP
VIC,Melbourne Ports,MATHEWS,ALP
VIC,Wannon,RODGERS,NAT
VIC,Wimmera,SAMPSON,NAT
VIC,Yarra,TUDOR,ALP
QLD,Brisbane,FINLAYSON,ALP
QLD,Capricornia,HIGGS,ALP
QLD,Darling Downs,GROOM,NAT
QLD,Herbert,BAMFORD,NAT
QLD,Kennedy,McDONALD,ALP
QLD,Lilley,MACKAY,NAT
QLD,Maranoa,PAGE,ALP
QLD,Moreton,SINCLAIR,NAT
QLD,Oxley,BAYLEY,NAT
QLD,Wide Bay,CORSER,NAT
SA,Adelaide,YATES,ALP
SA,Angas,GLYNN,NAT
SA,Barker,LIVINGSTON,NAT
SA,Boothby,STORY,NAT
SA,Grey,POYNTON,NAT
SA,Hindmarsh,ARCHIBALD,NAT
SA,Wakefield,FOSTER,NAT
WA,Dampier,GREGORY,NAT
WA,Fremantle,BURCHELL,NAT
WA,Kalgoorlie,HEITMANN,NAT
WA,Perth,FOWLER,NAT
WA,Swan,FORREST,NAT
TAS,Bass,JENSEN,NAT
TAS,Darwin,HOWROYD,NAT
TAS,Denison,SMITH,NAT
TAS,Franklin,McWILLIAMS,NAT
TAS,Wilmot,ATKINSON,NAT
