State,Division,Winner,Party
NSW,Banks,MOUNTFORD,ALP
NSW,Barton,PUNCH,ALP
NSW,Bennelong,HOWARD,LP
NSW,Berowra,EDWARDS,LP
NSW,Blaxland,KEATING,ALP
NSW,Bradfield,CONNOLLY,LP
NSW,Calare,SIMMONS,ALP
NSW,Chifley,GORMAN,ALP
NSW,Cook,DOBIE,LP
NSW,Cowper,ROBINSON,NPA
NSW,Cunningham,WEST,ALP
NSW,Dundas,RUDDOCK,LP
NSW,Eden-Monaro,SNOW,ALP
NSW,Farrer,FIFE,LP
NSW,Grayndler,McLEAY,ALP
NSW,Gwydir,HUNT,NPA
NSW,Hughes,JOHNSON,ALP
NSW,Hume,LUSHER,NPA
NSW,Hunter,BROWN,ALP
NSW,Kingsford-Smith,BOWEN,ALP
NSW,Lowe,MAHER,ALP
NSW,Lyne,COWAN,NPA
NSW,Macarthur,HOLLIS,ALP
NSW,Mackellar,CARLTON,LP
NSW,Macquarie,FREE,ALP
NSW,Mitchell,CADMAN,LP
NSW,New England,SINCLAIR,NPA
NSW,Newcastle,MORRIS,ALP
NSW,North Sydney,SPENDER,LP
NSW,Parramatta,BROWN,ALP
NSW,Paterson,O'KEEFE,NPA
NSW,Phillip,McHUGH,ALP
NSW,Prospect,KLUGMAN,ALP
NSW,Reid,UREN,ALP
NSW,Richmond,ANTHONY,NPA
NSW,Riverina,HICKS,NPA
NSW,Robertson,COHEN,ALP
NSW,Shortland,MORRIS,ALP
NSW,St George,MORRISON,ALP
NSW,Sydney,BALDWIN,ALP
NSW,Warringah,MACKELLAR,LP
NSW,Wentworth,COLEMAN,LP
NSW,Werriwa,KERIN,ALP
VIC,Balaclava,MACPHEE,LP
VIC,Ballarat,MILDREN,ALP
VIC,Batman,HOWE,ALP
VIC,Bendigo,BRUMBY,ALP
VIC,Bruce,SNEDDEN,LP
VIC,Burke,THEOPHANOUS,ALP
VIC,Casey,STEEDMAN,ALP
VIC,Chisholm,MAYER,ALP
VIC,Corangamite,STREET,LP
VIC,Corio,SCHOLES,ALP
VIC,Deakin,SAUNDERSON,ALP
VIC,Diamond Valley,STAPLES,ALP
VIC,Flinders,CHYNOWETH,ALP
VIC,Gellibrand,WILLIS,ALP
VIC,Gippsland,McGAURAN,NPA
VIC,Henty,CHILD,ALP
VIC,Higgins,SHIPTON,LP
VIC,Holt,DUFFY,ALP
VIC,Hotham,KENT,ALP
VIC,Indi,CAMERON,LP
VIC,Isaacs,CHARLES,ALP
VIC,Kooyong,PEACOCK,LP
VIC,La Trobe,MILTON,ALP
VIC,Lalor,JONES,ALP
VIC,Mcmillan,CUNNINGHAM,ALP
VIC,Mallee,FISHER,NPA
VIC,Maribyrnong,GRIFFITHS,ALP
VIC,Melbourne,HAND,ALP
VIC,Melbourne Ports,HOLDING,ALP
VIC,Murray,LLOYD,NPA
VIC,Scullin,JENKINS,ALP
VIC,Wannon,FRASER,LP
VIC,Wills,HAWKE,ALP
QLD,Bowman,KEOGH,ALP
QLD,Brisbane,CROSS,ALP
QLD,Capricornia,EVERINGHAM,ALP
QLD,Darling Downs,McVEIGH,NPA
QLD,Dawson,BRAITHWAITE,NPA
QLD,Fadden,BEDDALL,ALP
QLD,Fisher,ADERMANN,NPA
QLD,Griffith,HUMPHREYS,ALP
QLD,Herbert,LINDSAY,ALP
QLD,Kennedy,KATTER,NPA
QLD,Leichhardt,GAYLER,ALP
QLD,Lilley,DARLING,ALP
QLD,Mcpherson,WHITE,LP
QLD,Maranoa,CAMERON,NPA
QLD,Moreton,KILLEN,LP
QLD,Oxley,HAYDEN,ALP
QLD,Petrie,WELLS,ALP
QLD,Ryan,MOORE,LP
QLD,Wide Bay,MILLAR,NPA
SA,Adelaide,HURFORD,ALP
SA,Barker,PORTER,LP
SA,Bonython,BLEWETT,ALP
SA,Boothby,HALL,LP
SA,Grey,O'NEIL,ALP
SA,Hawker,JACOBI,ALP
SA,Hindmarsh,SCOTT,ALP
SA,Kingston,BILNEY,ALP
SA,Port Adelaide,YOUNG,ALP
SA,Sturt,WILSON,LP
SA,Wakefield,ANDREW,LP
WA,Canning,FATIN,ALP
WA,Curtin,ROCHER,LP
WA,Forrest,DRUMMOND,LP
WA,Fremantle,DAWKINS,ALP
WA,Kalgoorlie,CAMPBELL,ALP
WA,Moore,BLANCHARD,ALP
WA,O'connor,TUCKEY,LP
WA,Perth,CHARLESWORTH,ALP
WA,Stirling,EDWARDS,ALP
WA,Swan,BEAZLEY,ALP
WA,Tangney,GEAR,ALP
TAS,Bass,NEWMAN,LP
TAS,Braddon,GROOM,LP
TAS,Denison,HODGMAN,LP
TAS,Franklin,GOODLUCK,LP
TAS,Wilmot,BURR,LP
NT,Northern Territory,REEVES,ALP
ACT,Canberra,KELLY,ALP
ACT,Fraser,FRY,ALP
