State,Division,Winner,Party
NSW,Banks,MELHAM,ALP
NSW,Barton,PUNCH,ALP
NSW,Bennelong,HOWARD,LP
NSW,Berowra,EDWARDS,LP
NSW,Blaxland,KEATING,ALP
NSW,Bradfield,CONNOLLY,LP
NSW,Calare,SIMMONS,ALP
NSW,Charlton,BROWN,ALP
NSW,Chifley,PRICE,ALP
NSW,Cook,DOBIE,LP
NSW,Cowper,NEHL,NPA
NSW,Cunningham,WEST,ALP
NSW,Dobell,LEE,ALP
NSW,Dundas,RUDDOCK,LP
NSW,Eden-Monaro,SNOW,ALP
NSW,Farrer,FISCHER,NPA
NSW,Fowler,GRACE,ALP
NSW,Gilmore,SHARP,NPA
NSW,Grayndler,McLEAY,ALP
NSW,Greenway,GORMAN,ALP
NSW,Gwydir,ANDERSON,NPA
NSW,Hughes,TICKNER,ALP
NSW,Hume,FIFE,LP
NSW,Hunter,FITZGIBBON,ALP
NSW,Kingsford-Smith,BRERETON,ALP
NSW,Lindsay,FREE,ALP
NSW,Lowe,WOODS,LP
NSW,Lyne,COWAN,NPA
NSW,Macarthur,MARTIN,ALP
NSW,Mackellar,CARLTON,LP
NSW,Macquarie,WEBSTER,LP
NSW,Mitchell,CADMAN,LP
NSW,New England,SINCLAIR,NPA
NSW,Newcastle,MORRIS,ALP
NSW,North Sydney,MACK,IND
NSW,Page,WOODS,ALP
NSW,Parkes,COBB,NPA
NSW,Parramatta,ELLIOTT,ALP
NSW,Phillip,McHUGH,ALP
NSW,Prospect,CROSIO,ALP
NSW,Reid,FERGUSON,ALP
NSW,Richmond,NEWELL,ALP
NSW,Riverina-Darling,HICKS,NPA
NSW,Robertson,WALKER,ALP
NSW,Shortland,MORRIS,ALP
NSW,St George,DUBOIS,ALP
NSW,Sydney,BALDWIN,ALP
NSW,Throsby,HOLLIS,ALP
NSW,Warringah,MACKELLAR,LP
NSW,Wentworth,HEWSON,LP
NSW,Werriwa,KERIN,ALP
VIC,Aston,NUGENT,LP
VIC,Ballarat,RONALDSON,LP
VIC,Batman,HOWE,ALP
VIC,Bendigo,REID,LP
VIC,Bruce,BEALE,LP
VIC,Burke,O'KEEFE,ALP
VIC,Calwell,THEOPHANOUS,ALP
VIC,Casey,HALVERSON,LP
VIC,Chisholm,WOOLDRIDGE,LP
VIC,Corangamite,McARTHUR,LP
VIC,Corinella,BROADBENT,LP
VIC,Corio,SCHOLES,ALP
VIC,Deakin,ALDRED,LP
VIC,Dunkley,FORD,LP
VIC,Flinders,REITH,LP
VIC,Gellibrand,WILLIS,ALP
VIC,Gippsland,McGAURAN,NPA
VIC,Goldstein,KEMP,LP
VIC,Higgins,COSTELLO,LP
VIC,Holt,DUFFY,ALP
VIC,Hotham,CREAN,ALP
VIC,Indi,CAMERON,LP
VIC,Isaacs,ATKINSON,LP
VIC,Jagajaga,STAPLES,ALP
VIC,Kooyong,PEACOCK,LP
VIC,La Trobe,CHARLES,LP
VIC,Lalor,JONES,ALP
VIC,Mcewen,BAILEY,LP
VIC,Mcmillan,RIGGALL,LP
VIC,Mallee,FISHER,NPA
VIC,Maribyrnong,GRIFFITHS,ALP
VIC,Melbourne,HAND,ALP
VIC,Melbourne Ports,HOLDING,ALP
VIC,Menzies,BROWN,LP
VIC,Murray,LLOYD,NPA
VIC,Scullin,JENKINS,ALP
VIC,Wannon,HAWKER,LP
VIC,Wills,HAWKE,ALP
QLD,Bowman,SCIACCA,ALP
QLD,Brisbane,BEVIS,ALP
QLD,Capricornia,WRIGHT,ALP
QLD,Dawson,BRAITHWAITE,NPA
QLD,Fadden,JULL,LP
QLD,Fairfax,SOMLYAY,LP
QLD,Fisher,LAVARCH,ALP
QLD,Forde,CRAWFORD,ALP
QLD,Griffith,HUMPHREYS,ALP
QLD,Groom,TAYLOR,LP
QLD,Herbert,LINDSAY,ALP
QLD,Hinkler,COURTICE,ALP
QLD,Kennedy,HULLS,ALP
QLD,Leichhardt,GAYLER,ALP
QLD,Lilley,DARLING,ALP
QLD,Mcpherson,BRADFORD,LP
QLD,Maranoa,SCOTT,NPA
QLD,Moncrieff,SULLIVAN,LP
QLD,Moreton,GIBSON,ALP
QLD,Oxley,SCOTT,ALP
QLD,Petrie,JOHNS,ALP
QLD,Rankin,BEDDALL,ALP
QLD,Ryan,MOORE,LP
QLD,Wide Bay,TRUSS,NPA
SA,Adelaide,CATLEY,ALP
SA,Barker,McLACHLAN,LP
SA,Bonython,BLEWETT,ALP
SA,Boothby,HALL,LP
SA,Grey,O'NEIL,ALP
SA,Hawker,GALLUS,LP
SA,Hindmarsh,SCOTT,ALP
SA,Kingston,BILNEY,ALP
SA,Makin,DUNCAN,ALP
SA,Mayo,DOWNER,LP
SA,Port Adelaide,SAWFORD,ALP
SA,Sturt,WILSON,LP
SA,Wakefield,ANDREW,LP
WA,Brand,FATIN,ALP
WA,Canning,GEAR,ALP
WA,Cowan,JAKOBSEN,ALP
WA,Curtin,ROCHER,LP
WA,Forrest,PROSSER,LP
WA,Fremantle,DAWKINS,ALP
WA,Kalgoorlie,CAMPBELL,ALP
WA,Moore,FILING,LP
WA,O'connor,TUCKEY,LP
WA,Pearce,CHANEY,LP
WA,Perth,CHARLESWORTH,ALP
WA,Stirling,EDWARDS,ALP
WA,Swan,BEAZLEY,ALP
WA,Tangney,SHACK,LP
TAS,Bass,SMITH,LP
TAS,Braddon,MILES,LP
TAS,Denison,KERR,ALP
TAS,Franklin,GOODLUCK,LP
TAS,Lyons,BURR,LP
