State,Division,Winner,Party
NSW,Banks,COSTA,ALP
NSW,Barton,REYNOLDS,ALP
NSW,Bennelong,CRAMER,LP
NSW,Blaxland,HARRISON,ALP
NSW,Bradfield,TURNER,LP
NSW,Calare,HOWSE,LP
NSW,Cowper,PAGE,CP
NSW,Cunningham,KEARNEY,ALP
NSW,Dalley,O'CONNOR,ALP
NSW,Darling,CLARK,ALP
NSW,East Sydney,WARD,ALP
NSW,Eden-Monaro,FRASER,ALP
NSW,Evans,OSBORNE,LP
NSW,Farrer,FAIRBAIRN,LP
NSW,Grayndler,DALY,ALP
NSW,Gwydir,ALLAN,CP
NSW,Hughes,JOHNSON,ALP
NSW,Hume,ANDERSON,CP
NSW,Hunter,EVATT,ALP
NSW,Kingsford-Smith,CURTIN,ALP
NSW,Lang,STEWART,ALP
NSW,Lawson,FAILES,CP
NSW,Lowe,McMAHON,LP
NSW,Lyne,LUCOCK,CP
NSW,Macarthur,BATE,LP
NSW,Mackellar,WENTWORTH,LP
NSW,Macquarie,LUCHETTI,ALP
NSW,Mitchell,WHEELER,LP
NSW,New England,DRUMMOND,CP
NSW,Newcastle,JONES,ALP
NSW,North Sydney,JACK,LP
NSW,Parkes,HAYLEN,ALP
NSW,Parramatta,BARWICK,LP
NSW,Paterson,FAIRHALL,LP
NSW,Phillip,ASTON,LP
NSW,Reid,UREN,ALP
NSW,Richmond,ANTHONY,CP
NSW,Riverina,ROBERTON,CP
NSW,Robertson,DEAN,LP
NSW,Shortland,GRIFFITHS,ALP
NSW,St George,CLAY,ALP
NSW,Warringah,BLAND,LP
NSW,Watson,COPE,ALP
NSW,Wentworth,BURY,LP
NSW,Werriwa,WHITLAM,ALP
NSW,West Sydney,MINOGUE,ALP
VIC,Balaclava,JOSKE,LP
VIC,Ballaarat,ERWIN,LP
VIC,Batman,BIRD,ALP
VIC,Bendigo,CLAREY,ALP
VIC,Bruce,SNEDDEN,LP
VIC,Chisholm,HUGHES,LP
VIC,Corangamite,MACKINNON,LP
VIC,Corio,OPPERMAN,LP
VIC,Darebin,COURTNAY,ALP
VIC,Deakin,DAVIS,LP
VIC,Fawkner,HOWSON,LP
VIC,Flinders,LINDSAY,LP
VIC,Gellibrand,McIVOR,ALP
VIC,Gippsland,BOWDEN,CP
VIC,Henty,FOX,LP
VIC,Higgins,HOLT,LP
VIC,Higinbotham,TIMSON,LP
VIC,Indi,HOLTEN,CP
VIC,Isaacs,HAWORTH,LP
VIC,Kooyong,MENZIES,LP
VIC,La Trobe,CASEY,LP
VIC,Lalor,POLLARD,ALP
VIC,Mcmillan,BUCHANAN,LP
VIC,Mallee,TURNBULL,CP
VIC,Maribyrnong,STOKES,LP
VIC,Melbourne,CALWELL,ALP
VIC,Melbourne Ports,CREAN,ALP
VIC,Murray,McEWEN,CP
VIC,Scullin,PETERS,ALP
VIC,Wannon,FRASER,LP
VIC,Wills,BRYANT,ALP
VIC,Wimmera,KING,CP
VIC,Yarra,CAIRNS,ALP
QLD,Bowman,McCOLM,LP
QLD,Brisbane,LAWSON,ALP
QLD,Capricornia,PEARCE,LP
QLD,Darling Downs,SWARTZ,LP
QLD,Dawson,DAVIDSON,CP
QLD,Fisher,ADERMANN,CP
QLD,Griffith,CHRESBY,LP
QLD,Herbert,MURRAY,LP
QLD,Kennedy,RIORDAN,ALP
QLD,Leichhardt,FULTON,ALP
QLD,Lilley,WIGHT,LP
QLD,Mcpherson,BARNES,CP
QLD,Maranoa,BRIMBLECOMBE,CP
QLD,Moreton,KILLEN,LP
QLD,Oxley,CAMERON,LP
QLD,Petrie,HULME,LP
QLD,Ryan,DRURY,LP
QLD,Wide Bay,BANDIDT,CP
SA,Adelaide,SEXTON,ALP
SA,Angas,DOWNER,LP
SA,Barker,FORBES,LP
SA,Bonython,MAKIN,ALP
SA,Boothby,McLEAY,LP
SA,Grey,RUSSELL,ALP
SA,Hindmarsh,CAMERON,ALP
SA,Kingston,GALVIN,ALP
SA,Port Adelaide,THOMPSON,ALP
SA,Sturt,WILSON,LP
SA,Wakefield,KELLY,LP
WA,Canning,HAMILTON,CP
WA,Curtin,HASLUCK,LP
WA,Forrest,FREETH,LP
WA,Fremantle,BEAZLEY,ALP
WA,Kalgoorlie,BROWNE,LP
WA,Moore,HALBERT,LP
WA,Perth,CHANEY,LP
WA,Stirling,CASH,LP
WA,Swan,CLEAVER,LP
TAS,Bass,BARNARD,ALP
TAS,Braddon,DAVIES,ALP
TAS,Denison,TOWNLEY,LP
TAS,Franklin,FALKINDER,LP
TAS,Wilmot,DUTHIE,ALP
NT,Northern Territory,NELSON,ALP
ACT,Australian Capital Territory,FRASER,ALP
