State,Division,Winner,Party
NSW,Barton,LEY,NAT
NSW,Calare,HOWSE,NAT
NSW,Cook,RILEY,ALP
NSW,Cowper,PAGE,CP
NSW,Dalley,MAHONY,ALP
NSW,Darling,BLAKELEY,ALP
NSW,East Sydney,WEST,ALP
NSW,Eden-Monaro,CHAPMAN,NAT
NSW,Gwydir,ABBOTT,CP
NSW,Hume,MOLONEY,ALP
NSW,Hunter,CHARLTON,ALP
NSW,Lang,JOHNSON,NAT
NSW,Macquarie,MANNING,NAT
NSW,Martin,PRATTEN,NAT
NSW,New England,THOMPSON,CP
NSW,Newcastle,WATKINS,ALP
NSW,North Sydney,HUGHES,NAT
NSW,Parkes,MARR,NAT
NSW,Parramatta,BOWDEN,NAT
NSW,Reid,COLEMAN,ALP
NSW,Richmond,GREEN,ALP
NSW,Riverina,KILLEN,CP
NSW,Robertson,GARDNER,NAT
NSW,South Sydney,RILEY,ALP
NSW,Warringah,RYRIE,NAT
NSW,Wentworth,MARKS,NAT
NSW,Werriwa,LAZZARINI,ALP
NSW,West Sydney,LAMBERT,ALP
VIC,Balaclava,WATT,NAT
VIC,Ballaarat,McGRATH,ALP
VIC,Batman,BRENNAN,ALP
VIC,Bendigo,HURRY,NAT
VIC,Bourke,ANSTEY,ALP
VIC,Corangamite,GIBSON,CP
VIC,Corio,LISTER,NAT
VIC,Echuca,HILL,CP
VIC,Fawkner,MAXWELL,NAT
VIC,Flinders,BRUCE,NAT
VIC,Gippsland,PATERSON,CP
VIC,Henty,GULLETT,NAT
VIC,Indi,COOK,CP
VIC,Kooyong,LATHAM,NAT
VIC,Maribyrnong,FENTON,ALP
VIC,Melbourne,MALONEY,ALP
VIC,Melbourne Ports,MATHEWS,ALP
VIC,Wannon,RODGERS,NAT
VIC,Wimmera,STEWART,IND
VIC,Yarra,SCULLIN,ALP
QLD,Brisbane,CAMERON,NAT
QLD,Capricornia,FORDE,ALP
QLD,Darling Downs,GROOM,NAT
QLD,Herbert,NOTT,NAT
QLD,Kennedy,FRANCIS,NAT
QLD,Lilley,MACKAY,NAT
QLD,Maranoa,HUNTER,CP
QLD,Moreton,FRANCIS,NAT
QLD,Oxley,BAYLEY,NAT
QLD,Wide Bay,CORSER,NAT
SA,Adelaide,,
SA,Angas,PARSONS,NAT
SA,Barker,CAMERON,NAT
SA,Boothby,,
SA,Grey,LACEY,ALP
SA,Hindmarsh,MAKIN,ALP
SA,Wakefield,FOSTER,NAT
WA,Forrest,PROWSE,CP
WA,Fremantle,WATSON,IND
WA,Kalgoorlie,GREEN,ALP
WA,Perth,MANN,NAT
WA,Swan,GREGORY,CP
TAS,Bass,JACKSON,NAT
TAS,Darwin,BELL,NAT
TAS,Denison,GELLIBRAND,NAT
TAS,Franklin,SEABROOK,NAT
TAS,Wilmot,ATKINSON,CP
