State,Division,Winner,Party
NSW,Barton,TULLY,ALP
NSW,Calare,GIBBONS,ALP
NSW,Cook,RILEY,ALP
NSW,Cowper,PAGE,CP
NSW,Dalley,THEODORE,ALP
NSW,Darling,BLAKELEY,ALP
NSW,East Sydney,WEST,ALP
NSW,Eden-Monaro,CUSACK,ALP
NSW,Gwydir,CUNNINGHAM,ALP
NSW,Hume,MOLONEY,ALP
NSW,Hunter,JAMES,ALP
NSW,Lang,LONG,ALP
NSW,Macquarie,CHIFLEY,ALP
NSW,Martin,ELDRIDGE,ALP
NSW,New England,THOMPSON,CP
NSW,Newcastle,WATKINS,ALP
NSW,North Sydney,HUGHES,IND
NSW,Parkes,McTIERNAN,ALP
NSW,Parramatta,ROWE,ALP
NSW,Reid,COLEMAN,ALP
NSW,Richmond,,
NSW,Riverina,KILLEN,CP
NSW,Robertson,GARDNER,NAT
NSW,South Sydney,RILEY,ALP
NSW,Warringah,PARKHILL,NAT
NSW,Wentworth,MARKS,IND
NSW,Werriwa,LAZZARINI,ALP
NSW,West Sydney,BEASLEY,ALP
VIC,Balaclava,WHITE,NAT
VIC,Ballaarat,McGRATH,ALP
VIC,Batman,BRENNAN,ALP
VIC,Bendigo,KEANE,ALP
VIC,Bourke,ANSTEY,ALP
VIC,Corangamite,CROUCH,ALP
VIC,Corio,LEWIS,ALP
VIC,Echuca,HILL,ALP
VIC,Fawkner,MAXWELL,IND
VIC,Flinders,HOLLOWAY,ALP
VIC,Gippsland,PATERSON,CP
VIC,Henty,GULLETT,NAT
VIC,Indi,JONES,ALP
VIC,Kooyong,LATHAM,NAT
VIC,Maribyrnong,FENTON,ALP
VIC,Melbourne,MALONEY,ALP
VIC,Melbourne Ports,MATHEWS,ALP
VIC,Wannon,McNEILL,ALP
VIC,Wimmera,STEWART,IND
VIC,Yarra,SCULLIN,ALP
QLD,Brisbane,CAMERON,NAT
QLD,Capricornia,FORDE,ALP
QLD,Darling Downs,MORGAN,NAT
QLD,Herbert,MARTENS,ALP
QLD,Kennedy,RIORDAN,ALP
QLD,Lilley,MACKAY,NAT
QLD,Maranoa,HUNTER,CP
QLD,Moreton,FRANCIS,NAT
QLD,Oxley,BAYLEY,NAT
QLD,Wide Bay,CORSER,CP
SA,Adelaide,YATES,ALP
SA,Angas,GABB,ALP
SA,Barker,CAMERON,NAT
SA,Boothby,PRICE,ALP
SA,Grey,LACEY,ALP
SA,Hindmarsh,MAKIN,ALP
SA,Wakefield,HAWKER,NAT
WA,Forrest,PROWSE,CP
WA,Fremantle,CURTIN,ALP
WA,Kalgoorlie,GREEN,ALP
WA,Perth,NAIRN,NAT
WA,Swan,GREGORY,CP
TAS,Bass,GUY,ALP
TAS,Darwin,BELL,NAT
TAS,Denison,CULLEY,ALP
TAS,Franklin,McWILLIAMS,IND
TAS,Wilmot,LYONS,ALP
