State,Division,Winner,Party
NSW,Barrier,THOMAS,ALP
NSW,Bland,WATSON,ALP
NSW,Canobolas,BROWN,ALP
NSW,Cowper,LEE,FT
NSW,Dalley,WILKS,FT
NSW,Darling,SPENCE,ALP
NSW,East Sydney,REID,FT
NSW,Eden-Monaro,CHAPMAN,Prot
NSW,Gwydir,WEBSTER,ALP
NSW,Hume,LYNE,Prot
NSW,Hunter,LIDDELL,FT
NSW,Illawarra,FULLER,FT
NSW,Lang,JOHNSON,FT
NSW,Macquarie,SMITH,FT
NSW,New England,LONSDALE,FT
NSW,Newcastle,WATKINS,ALP
NSW,North Sydney,THOMSON,FT
NSW,Parkes,SMITH,FT
NSW,Parramatta,COOK,FT
NSW,Richmond,EWING,Prot
NSW,Riverina,BLACKWOOD,FT
NSW,Robertson,WILLIS,FT
NSW,South Sydney,EDWARDS,FT
NSW,Wentworth,KELLY,FT
NSW,Werriwa,CONROY,FT
NSW,West Sydney,HUGHES,ALP
VIC,Balaclava,TURNER,Prot
VIC,Ballaarat,DEAKIN,Prot
VIC,Bendigo,QUICK,Prot
VIC,Bourke,HUME-COOK,Prot
VIC,Corangamite,WILSON,FT
VIC,Corinella,McCAY,Prot
VIC,Corio,CROUCH,Prot
VIC,Echuca,McCOLL,Prot
VIC,Flinders,GIBB,FT
VIC,Gippsland,McLEAN,Prot
VIC,Grampians,SKENE,FT
VIC,Indi,ISAACS,Prot
VIC,Kooyong,KNOX,FT
VIC,Laanecoorie,SALMON,Prot
VIC,Melbourne,McEACHARN,Prot
VIC,Melbourne Ports,MAUGER,Prot
VIC,Mernda,HARPER,Prot
VIC,Moira,KENNEDY,Prot
VIC,Northern Melbourne,HIGGINS,Prot
VIC,Southern Melbourne,RONALD,ALP
VIC,Wannon,ROBINSON,FT
VIC,Wimmera,PHILLIPS,Prot
VIC,Yarra,TUDOR,ALP
QLD,Brisbane,CULPIN,ALP
QLD,Capricornia,THOMSON,ALP
QLD,Darling Downs,GROOM,NLU
QLD,Herbert,BAMFORD,ALP
QLD,Kennedy,McDONALD,ALP
QLD,Maranoa,PAGE,ALP
QLD,Moreton,WILKINSON,IND
QLD,Oxley,EDWARDS,NLU
QLD,Wide Bay,FISHER,ALP
SA,Adelaide,KINGSTON,Prot
SA,Angas,GLYNN,FT
SA,Barker,BONYTHON,Prot
SA,Boothby,BATCHELOR,ALP
SA,Grey,POYNTON,FT
SA,Hindmarsh,HUTCHISON,ALP
SA,Wakefield,HOLDER,IND
WA,Coolgardie,MAHON,ALP
WA,Fremantle,CARPENTER,ALP
WA,Kalgoorlie,FRAZER,ALP
WA,Perth,FOWLER,ALP
WA,Swan,FORREST,Prot
TAS,Bass,STORRER,Prot
TAS,Darwin,O'MALLEY,ALP
TAS,Denison,FYSH,Prot
TAS,Franklin,McWILLIAMS,IND
TAS,Wilmot,BRADDON,FT
