State,Division,Candidate,Party,Votes,Percent
NSW,Banks,"MOUNTFORD, John",ALP,32687,52.8
NSW,Banks,"PARKER, Max",LP,24430,39.4
NSW,Banks,"GREEN, Monty",AD,4819,7.8
NSW,Barton,"MCLEAN, Jim",IND,3724,5.7
NSW,Barton,"PUNCH, Gary",ALP,31773,48.5
NSW,Barton,"BELLCHAMBERS, Edwin",IND,600,0.9
NSW,Barton,"GEMMELL, Bob",LP,29473,45.0
NSW,Bennelong,"HOWARD, Hon John",LP,36266,56.9
NSW,Bennelong,"DAVIDSON, Stephen",IND,710,1.1
NSW,Bennelong,"SHARPE, Beverley",ALP,21533,33.8
NSW,Bennelong,"DAWSON, John",IND,573,0.9
NSW,Bennelong,"TAYLOR, Paul",AD,4603,7.2
NSW,Berowra,"EDWARDS, Dr Harry",LP,40288,62.4
NSW,Berowra,"DEANE, Sue",ALP,18173,28.1
NSW,Berowra,"MARKHAM, Peter",AD,6122,9.5
NSW,Blaxland,"LEITAO, Tony",IND,759,1.3
NSW,Blaxland,"KEATING, Paul",IND,1239,2.1
NSW,Blaxland,"KEATING, Hon Paul",ALP,30968,53.2
NSW,Blaxland,"BLACK, Philip",IND,2782,4.8
NSW,Blaxland,"THORN, Andrew",LP,19573,33.6
NSW,Blaxland,"YOUNG, John",AD,2222,3.8
NSW,Blaxland,"RAYNER, Frank",IND,431,0.7
NSW,Blaxland,"TUCKER, Kaye",IND,221,0.4
NSW,Bradfield,"CONNOLLY, David",LP,45630,71.6
NSW,Bradfield,"RICHARDSON, Fiona",AD,5745,9.0
NSW,Bradfield,"FRY, Michael",ALP,12359,19.4
NSW,Calare,"ENGLISH, Mick",LP,16319,25.0
NSW,Calare,"SIMMONS, David",ALP,31988,48.9
NSW,Calare,"HESPE, Stewart",NPA,13653,20.9
NSW,Calare,"DOLTON, Bob",AD,2767,4.2
NSW,Calare,"BUSCOMBE, Eve",IND,656,1.0
NSW,Charlton,"GODFREY, Lyn",AD,7252,11.6
NSW,Charlton,"CHAUDHARY, Vishnu",IND,2110,3.4
NSW,Charlton,"BROWN, Robert",ALP,36113,57.7
NSW,Charlton,"BLAKE, Mollie",LP,17084,27.3
NSW,Chifley,"PRICE, Roger",ALP,38683,64.3
NSW,Chifley,"CONLON, Paul",LP,16414,27.3
NSW,Chifley,"GOLDHAGEN, Philip",AD,4128,6.9
NSW,Chifley,"CRISP, Cheryl",IND,960,1.6
NSW,Cook,"FREEMAN, Mark",AD,3805,5.9
NSW,Cook,"ADDISON, Michael",ALP,25987,40.4
NSW,Cook,"DOBIE, Hon Donald",LP,34590,53.7
NSW,Cowper,"NEHL, Garry",NPA,33328,50.3
NSW,Cowper,"THOMPSON, Dorothy",AD,4122,6.2
NSW,Cowper,"MURPHY, John",ALP,23393,35.3
NSW,Cowper,"AUSTIN, Max",IND,1132,1.7
NSW,Cowper,"REES, David",IND,4273,6.5
NSW,Cunningham,"DARGAVEL, Ray",AD,6038,10.4
NSW,Cunningham,"THOMSON, Jeff",LP,17171,29.5
NSW,Cunningham,"WEST, Hon Stewart",ALP,34365,59.1
NSW,Cunningham,"PASARA, Rudy",IND,568,1.0
NSW,Dobell,"WARD, Graeme",AD,5657,8.9
NSW,Dobell,"NUNN, Les",LP,24168,38.0
NSW,Dobell,"LEE, Michael",ALP,33719,53.1
NSW,Dundas,"SPRINGETT, Robert",AD,5738,9.2
NSW,Dundas,"HUSTED, Veronica",ALP,20786,33.4
NSW,Dundas,"RUDDOCK, Philip",LP,35747,57.4
NSW,Eden-Monaro,"SNOW, James",ALP,30335,48.4
NSW,Eden-Monaro,"MCGLYNN, John",IND,3582,5.7
NSW,Eden-Monaro,"EVANS, David",LP,18088,28.8
NSW,Eden-Monaro,"KIRCHNER, Horst",IND,405,0.6
NSW,Eden-Monaro,"COCHRAN, Peter",NPA,10316,16.4
NSW,Farrer,"FISCHER, Tim",NPA,37753,58.2
NSW,Farrer,"BROOKS, Ray",IND,5977,9.2
NSW,Farrer,"MARKS, Barry",ALP,21129,32.6
NSW,Fowler,"NEESAM, Robert",AD,4809,8.4
NSW,Fowler,"FISHLOCK, Jeff",LP,18639,32.7
NSW,Fowler,"GRACE, Ted",ALP,33563,58.9
NSW,Gilmore,"DIXON, Reen",IND,1356,2.2
NSW,Gilmore,"BLACKSHAW, Alan",AD,2849,4.6
NSW,Gilmore,"SHARP, John",NPA,32216,52.3
NSW,Gilmore,"WRIGHT, John",ALP,25207,40.9
NSW,Grayndler,"TARTAK, Karl",LP,20698,34.9
NSW,Grayndler,"PAPANIKITAS, Nick",IND,1686,2.8
NSW,Grayndler,"SHANAHAN, Jack",IND,2108,3.6
NSW,Grayndler,"MCLEAY, Leo",ALP,31240,52.7
NSW,Grayndler,"HENNESSY, Peter",AD,3602,6.1
NSW,Greenway,"MUSGRAVE, Warren",LP,23700,40.1
NSW,Greenway,"GORMAN, Russell",ALP,35386,59.9
NSW,Gwydir,"FLEMING, Lloyd",IND,3695,5.9
NSW,Gwydir,"ELKS, Trevor",ALP,23200,36.9
NSW,Gwydir,"HUNT, Hon Ralph",NPA,35934,57.2
NSW,Hughes,"TERRETT, Paul",AD,5416,8.5
NSW,Hughes,"TICKNER, Robert",ALP,31636,49.8
NSW,Hughes,"MASON, Cliff",LP,26433,41.6
NSW,Hume,"MILNE, Scott",AD,2498,3.9
NSW,Hume,"ELDRIDGE, Jim",IND,1843,2.9
NSW,Hume,"MARSHALL, Duncan",IND,1105,1.7
NSW,Hume,"MILLIKEN, Rod",ALP,24516,38.4
NSW,Hume,"FIFE, Hon Wallace",LP,33687,52.7
NSW,Hume,"HERALD, David",IND,243,0.4
NSW,Hunter,"SIMPSON, Maureen",AD,3902,6.0
NSW,Hunter,"FITZGIBBON, Eric",ALP,31656,48.9
NSW,Hunter,"DUNKLEY, Graham",LP,13053,20.2
