State,Division,Candidate,Party,Votes,Percent
NSW,Barrier,"DUNSTAN, John",IND,1367,18.0
NSW,Barrier,"THOMAS, Josiah",ALP,6217,82.0
NSW,Bland,"LONGMUIR, John",FT,3854,44.6
NSW,Bland,"WATSON, Chris",ALP,4779,55.4
NSW,Canobolas,"BROWN, Thomas",ALP,Unopposed,100.0
NSW,Cowper,"CLARKE, Francis",Prot,4384,37.0
NSW,Cowper,"LEE, Henry",FT,7456,63.0
NSW,Dalley,"ANDERSON, Selina",IND,3036,17.7
NSW,Dalley,"BURNS, William",IND,1263,7.4
NSW,Dalley,"WILKS, William",FT,12814,74.9
NSW,Darling,"ACTON, Denis",FT,2263,41.8
NSW,Darling,"SPENCE, William",ALP,3148,58.2
NSW,East Sydney,"PEEL, Robert",Prot,799,6.1
NSW,East Sydney,"REID, Rt Hon George",FT,8103,61.3
NSW,East Sydney,"THROWER, Thomas",ALP,4308,32.6
NSW,Eden-Monaro,"CHAPMAN, Hon Austin",Prot,Unopposed,100.0
NSW,Gwydir,"BARTON, Robert",IND,1302,15.8
NSW,Gwydir,"ONSLOW, James Macarthur",FT,2522,30.7
NSW,Gwydir,"WEBSTER, William",ALP,4395,53.5
NSW,Hume,"LYNE, Hon Sir William",Prot,7113,60.0
NSW,Hume,"MCLEAN, Francis",FT,4749,40.0
NSW,Hunter,"LIDDELL, Dr Frank",FT,7697,59.3
NSW,Hunter,"RAE, Arthur",ALP,1044,8.0
NSW,Hunter,"WALLER, James",IND,4241,32.7
NSW,Illawarra,"FULLER, George",FT,Unopposed,100.0
NSW,Lang,"CULLAM, William",IND,5552,26.7
NSW,Lang,"JOHNSON, Elliot",FT,10527,50.7
NSW,Lang,"KEEGAN, Thomas",ALP,3042,18.4
NSW,Lang,"ROSEBY, Thomas",Prot,1642,7.9
NSW,Macquarie,"SANDFORD, William",Prot,5450,46.0
NSW,Macquarie,"SMITH, Sydney",FT,6410,54.0
NSW,New England,"LONSDALE, Edmund",FT,6921,51.9
NSW,New England,"SAWERS, William",Prot,6423,48.1
NSW,Newcastle,"BOWLES, Richmond",FT,5899,37.5
NSW,Newcastle,"WATKINS, David",ALP,9839,62.5
NSW,North Sydney,"THOMSON, Dugald",FT,Unopposed,100.0
NSW,Parkes,"BEEBY, Edward",IND,216,1.0
NSW,Parkes,"DYER, Charles",ALP,3876,18.4
NSW,Parkes,"PARKES, Varney",IND,1318,6.2
NSW,Parkes,"SLATYER, Hampton",IND,90,0.4
NSW,Parkes,"SMITH, Bruce",FT,15610,73.9
NSW,Parramatta,"COOK, Hon Joseph",FT,10097,80.1
NSW,Parramatta,"STRACHAN, John",IND,2506,19.9
NSW,Richmond,"ATKINSON, Reginald",FT,2296,27.4
NSW,Richmond,"EWING, Thomas",Prot,6096,72.6
NSW,Riverina,"BLACKWOOD, Robert",FT,4341,50.0
NSW,Riverina,"CHANTER, John",Prot,4336,50.0
NSW,Robertson,"WALL, William",IND,3212,36.5
NSW,Robertson,"WILLIS, Henry",FT,5592,63.5
NSW,South Sydney,"EDWARDS, George",FT,9662,56.0
NSW,South Sydney,"RILEY, Edward",ALP,7596,44.0
NSW,Wentworth,"DALLEY, Bede",Prot,5459,28.2
NSW,Wentworth,"KELLY, William",FT,13894,71.8
NSW,Werriwa,"BARRETT, Arthur",ALP,2976,31.3
NSW,Werriwa,"CONROY, Alfred",FT,6545,68.7
NSW,West Sydney,"HUGHES, Billy",ALP,7272,69.9
NSW,West Sydney,"WARREN, William",FT,3129,30.1
VIC,Balaclava,"TURNER, Rt Hon Sir George",Prot,Unopposed,100.0
VIC,Ballaarat,"DEAKIN, Hon Alfred",Prot,Unopposed,100.0
VIC,Bendigo,"JAMES, Cyril",FT,2650,18.4
VIC,Bendigo,"QUICK, Sir John",Prot,6020,41.9
VIC,Bendigo,"SMITH, David",ALP,5704,39.7
VIC,Bourke,"HUME-COOK, James",Prot,8657,42.4
VIC,Bourke,"GRUNDY, Rothwell",IND,3841,18.8
VIC,Bourke,"HANNAH, Martin",ALP,7933,38.8
VIC,Corangamite,"DUNNE, Desmond",IND,4036,30.8
VIC,Corangamite,"WILSON, Dr Gratton",FT,4600,35.2
VIC,Corangamite,"WOODS, John",IND,1484,11.3
VIC,Corangamite,"WYNNE, Agar",Prot,2968,22.7
VIC,Corinella,"MCCAY, James",Prot,Unopposed,100.0
VIC,Corio,"CROUCH, Richard",Prot,6951,45.5
VIC,Corio,"MACDONALD, Donald",FT,5623,36.8
VIC,Corio,"REED, John",ALP,2709,17.7
VIC,Echuca,"MCCOLL, James",Prot,5511,63.3
VIC,Echuca,"WILLIAMS, Hon Henry",FT,3188,36.7
VIC,Flinders,"GIBB, James",FT,5194,36.3
VIC,Flinders,"NICHOLS, Arthur",Prot,3917,27.3
VIC,Flinders,"SMITH, Louis",IND,2242,15.7
VIC,Flinders,"WILSON, Arthur",ALP,2971,20.7
VIC,Gippsland,"MCLEAN, Allan",Prot,Unopposed,100.0
VIC,Grampians,"ANDREWS, Albert",IND,722,6.9
VIC,Grampians,"MCGRATH, Patrick",ALP,2735,25.9
VIC,Grampians,"RITCHIE, Archibald",Prot,3285,31.1
VIC,Grampians,"SKENE, Thomas",FT,3836,36.3
VIC,Indi,"ISAACS, Hon Isaac",Prot,Unopposed,100.0
