State,Division,Candidate,Party,Votes,Percent
NSW,Banks,"GREENE, Montague",AD,6600,9.6
NSW,Banks,"MCCONNELL, Donald",LP,25316,36.8
NSW,Banks,"MOUNTFORD, John",ALP,36842,53.6
NSW,Barton,"BELLCHAMBERS, Edwin",IND,1749,2.7
NSW,Barton,"BRADFIELD, James",LP,30152,46.4
NSW,Barton,"ELEY, Beverley",AD,2464,3.8
NSW,Barton,"MADGWICK, Rodney",ALP,30602,47.1
NSW,Bennelong,"DARBY, James",IND,1856,2.8
NSW,Bennelong,"GUTHRIE, John",ALP,24262,36.3
NSW,Bennelong,"HOWARD, Hon John",LP,36075,53.9
NSW,Bennelong,"TUCKWELL, Pamela",AD,4724,7.1
NSW,Berowra,"BENNETT, George",ALP,19235,29.5
NSW,Berowra,"BOOW, James",AD,5939,9.1
NSW,Berowra,"EDWARDS, Dr Harold",LP,39993,61.4
NSW,Blaxland,"DOUGHNEY, James",IND,3203,5.0
NSW,Blaxland,"GRATTAN, Phillip",AD,2103,3.3
NSW,Blaxland,"KEATING, Hon Paul",ALP,38493,59.6
NSW,Blaxland,"MARLEY, Craig",IND,802,1.2
NSW,Blaxland,"NAPOLI, Salvatore",LP,20024,31.0
NSW,Bradfield,"CONNOLLY, David",LP,51354,75.1
NSW,Bradfield,"MCKEEN, Keith",ALP,12018,17.6
NSW,Bradfield,"ROBEY, Ilse",AD,5018,7.3
NSW,Calare,"MACKENZIE, Alexander",NCP,34234,50.0
NSW,Calare,"RITTER, Anne",AD,2539,3.7
NSW,Calare,"SIMMONS, David",ALP,31645,46.3
NSW,Chifley,"ARMITAGE, John",ALP,46289,65.2
NSW,Chifley,"COOK, Terence",IND,1918,2.7
NSW,Chifley,"DALY, Philip",LP,19199,27.0
NSW,Chifley,"EVANS, Geoffrey",CPA,1091,1.5
NSW,Chifley,"WATSON, Keith",AD,2539,3.6
NSW,Cook,"DOBIE, Hon Donald",LP,36347,52.1
NSW,Cook,"KISS, Alexander",AD,4391,6.3
NSW,Cook,"SOPER, Henry",IND,654,0.9
NSW,Cook,"THORBURN, Ray",ALP,28422,40.7
NSW,Cowper,"MELVILLE, Valma",ALP,29192,40.4
NSW,Cowper,"PIERCE, John",AD,3631,5.0
NSW,Cowper,"ROBINSON, Hon Ian",NCP,39374,54.5
NSW,Cunningham,"COCKCROFT, Peter",CPA,2585,3.6
NSW,Cunningham,"GRIFFIN, Thomas",LP,21818,30.5
NSW,Cunningham,"JAMIESON, Andrew",IND,1197,1.7
NSW,Cunningham,"MOORE, Richard",IND,810,1.1
NSW,Cunningham,"SAMPSON, Megan",AD,5185,7.2
NSW,Cunningham,"WEST, Stewart",ALP,40042,55.9
NSW,Dundas,"BASTIAN, Stephen",AD,4922,7.3
NSW,Dundas,"BROWN, Archibald",IND,1243,1.8
NSW,Dundas,"HOURIHAN, Margery",ALP,25407,37.7
NSW,Dundas,"RUDDOCK, Philip",LP,35836,53.2
NSW,Eden-Monaro,"HELMERS, Norma",AD,3586,5.1
NSW,Eden-Monaro,"SAINSBURY, Murray",LP,34897,49.8
NSW,Eden-Monaro,"SNOW, James",ALP,31588,45.1
NSW,Farrer,"DOMINISH, Rodney",AD,4613,6.8
NSW,Farrer,"ELLIOTT, Lloyd",ALP,22856,33.6
NSW,Farrer,"FIFE, Hon Wallace",LP,39670,58.4
NSW,Farrer,"NATHAN, Maureen",IND,808,1.2
NSW,Grayndler,"DRYDEN, George",LP,20538,34.7
NSW,Grayndler,"JARMAN, Albert",AD,1894,3.2
NSW,Grayndler,"MCLEAY, Leo",ALP,34029,57.5
NSW,Grayndler,"MORTIMER, Derek",IND,1273,2.2
NSW,Grayndler,"WALSH, Justin",IND,1405,2.4
NSW,Gwydir,"COLLISON, Gloria",AD,4004,6.0
NSW,Gwydir,"HAMILTON, Robert",ALP,23589,35.5
NSW,Gwydir,"HUNT, Hon Ralph",NCP,38796,58.4
NSW,Hughes,"DOWNY, Christopher",LP,23951,33.7
NSW,Hughes,"GILL, Questa",AD,5867,8.3
NSW,Hughes,"JOHNSON, Hon Leslie",ALP,40470,57.0
NSW,Hughes,"WISBY, Marjorie",IND,687,1.0
NSW,Hume,"LUSHER, Stephen",NCP,37013,56.0
NSW,Hume,"WEST, Suzanne",ALP,27614,41.8
NSW,Hume,"WILSON, Gwendoline",AD,1478,2.2
NSW,Hunter,"BROWN, Robert",ALP,51061,67.9
NSW,Hunter,"SAUNDERS, Ashley",LP,19896,26.5
NSW,Hunter,"WILSON, Edwina",AD,4227,5.6
NSW,Kingsford-Smith,"BOWEN, Hon Lionel",ALP,44083,69.5
NSW,Kingsford-Smith,"NEKULA, Oliver",AD,2167,3.4
NSW,Kingsford-Smith,"O'NEILL, Collin",LP,17148,27.0
NSW,Lowe,"BURNSWOODS, Jan",ALP,30379,46.4
