State,Division,Candidate,Party,Votes,Percent
NSW,Banks,"STAVRINOS, Harry",ON,2302,3.1
NSW,Banks,"MAKIN, Stephen",GRN,3433,4.7
NSW,Banks,"GRAY, Roger",LP,30927,42.1
NSW,Banks,"BRISCOE-HOUGH, Greg",FF,655,0.9
NSW,Banks,"CLYBURN, Mark",AD,676,0.9
NSW,Banks,"MELHAM, Daryl",ALP,32736,44.6
NSW,Banks,"PETERSON, Janne",CDP,2654,3.6
NSW,Barton,"COGHLAN, Eoin",AD,1648,2.2
NSW,Barton,"MCCLELLAND, Robert",ALP,36909,49.7
NSW,Barton,"BAIRD, Neil",ON,1284,1.7
NSW,Barton,"MORROW, Bruce",LP,29319,39.4
NSW,Barton,"MOURIKIS, Angelo",GRN,5169,6.9
NSW,Bennelong,"HANNAH, Gary",IND,854,1.1
NSW,Bennelong,"ROLLO, Troy",IND,451,0.6
NSW,Bennelong,"WILKIE, Andrew",GRN,12573,16.4
NSW,Bennelong,"LEVICK, Ray",CDP,1824,2.4
NSW,Bennelong,"CAMPBELL, Nicole",ALP,21819,28.4
NSW,Bennelong,"HOWARD, Hon John",LP,38326,49.9
NSW,Bennelong,"GOLDFINCH, Peter",AD,967,1.3
NSW,Berowra,"HOWDEN, Erland",GRN,7465,9.6
NSW,Berowra,"BENSON, Matthew",IND,860,1.1
NSW,Berowra,"COLNAN, Michael",ALP,20351,26.2
NSW,Berowra,"RUDDOCK, Hon Philip",LP,43674,56.1
NSW,Berowra,"WEG, Margaret Van de",AD,1457,1.9
NSW,Berowra,"CLARK, Lance",FFP,883,1.1
NSW,Berowra,"COLEMAN, Bruce",CDP,2411,3.1
NSW,Berowra,"BLADE, Ross",IND,694,0.9
NSW,Blaxland,"VINNICOMBE, Bob",ON,3300,4.8
NSW,Blaxland,"SQUIRES, Matthew",CDP,2378,3.4
NSW,Blaxland,"HATTON, Mike",ALP,37117,53.8
NSW,Blaxland,"EVE-MACLEOD, Martine",AD,875,1.3
NSW,Blaxland,"MAJEWSKI, Mark",LP,21407,31.0
NSW,Blaxland,"BASSI, Raul",IND,493,0.7
NSW,Blaxland,"BOATH, Terry",IND,230,0.3
NSW,Blaxland,"MARQUEZ-OBEID, Marlene",GRN,3205,4.6
NSW,Bradfield,"GOODWILL, Robert",GRN,9249,11.4
NSW,Bradfield,"MONTGOMERY, Sarah",FF,1459,1.8
NSW,Bradfield,"NELSON, Hon Dr Brendan",LP,51356,63.3
NSW,Bradfield,"TSOULOS, Jeantee",AD,1971,2.4
NSW,Bradfield,"NEELAM, Neil",ALP,16735,20.7
NSW,Calare,"SCHAIK, Heidi Van",IND,648,0.8
NSW,Calare,"ANDREN, Peter",IND,40851,50.2
NSW,Calare,"ADAMS, Robyn",ALP,13439,16.5
NSW,Calare,"NUGENT, Stephen",GRN,1868,2.3
NSW,Calare,"GRIFFITH, Robert",NPA,10482,12.9
NSW,Calare,"WOODS, Melanie",FF,959,1.2
NSW,Calare,"BLANCH, Paul",LP,13087,16.1
NSW,Charlton,"PRITCHARD, Suzanne",GRN,6964,8.9
NSW,Charlton,"ROFFEY, Ben",AD,1513,1.9
NSW,Charlton,"STOW, David",IND,380,0.5
NSW,Charlton,"SCARFE, Paul",FF,3317,4.3
NSW,Charlton,"HOARE, Kelly",ALP,35765,45.9
NSW,Charlton,"JOHNSON, Bob",ON,2416,3.1
NSW,Charlton,"DARCEY, Kurt",LP,27480,35.3
NSW,Chifley,"ROBERTSON, Debbie",GRN,4326,6.0
NSW,Chifley,"ASARLOGLOU, Costa",LP,20814,29.1
NSW,Chifley,"HEATHCOTE, Robert",FF,1211,1.7
NSW,Chifley,"HYLAND, Wayne",IND,850,1.2
NSW,Chifley,"VINCENT, Dave",CDP,2653,3.7
NSW,Chifley,"PRICE, Hon Roger",ALP,39836,55.6
NSW,Chifley,"COOKSLEY, Terry",ON,1579,2.2
NSW,Chifley,"RAND, Graham",IND,315,0.4
NSW,Cook,"PHILLIPS, Peter",IND,1035,1.4
NSW,Cook,"BIRTLES, Corey",GRN,5144,6.9
NSW,Cook,"MENDELSSOHN, David",AD,661,0.9
NSW,Cook,"BUTTIGIEG, Mark",ALP,20593,27.7
NSW,Cook,"BAIRD, Hon Bruce",LP,43161,58.0
NSW,Cook,"STRANG, Graeme",IND,466,0.6
NSW,Cook,"FREW, Andy",IND,1582,2.1
NSW,Cook,"SMITH, Beth",CDP,1735,2.3
NSW,Cowper,"WILLIAMS, Allan",ALP,24873,32.0
NSW,Cowper,"CARTY, John",GRN,7239,9.3
NSW,Cowper,"HARTSUYKER, Luke",NPA,38998,50.2
NSW,Cowper,"KAPEEN, Trevor",AD,1468,1.9
