State,Division,Candidate,Party,Votes,Percent
NSW,Barton,"DREW, Patrick",CPA,1405,2.7
NSW,Barton,"ELDRIDGE, John",ALPN,18450,35.1
NSW,Barton,"LANE, Albert",UAP,24344,46.4
NSW,Barton,"MACARA, John",DSC,5824,11.1
NSW,Barton,"WILLIS, Hon Albert",ALP,2499,4.8
NSW,Calare,"ARTHUR-SMITH, Ethel",DSC,1664,3.4
NSW,Calare,"KEAST, Theophilus",ALPN,18399,37.4
NSW,Calare,"NOTT, Dr Lewis",UAP,8672,17.6
NSW,Calare,"PHILLIPS, Reginald",ALP,3094,6.3
NSW,Calare,"THORBY, Harold",CP,17324,35.2
NSW,Cook,"COCHRANE, Florence",IND,2409,4.7
NSW,Cook,"DONNAN, Francis",UAP,8029,15.5
NSW,Cook,"GARDEN, Jock",ALPN,27020,52.2
NSW,Cook,"RILEY, Edward",ALP,12993,25.1
NSW,Cook,"WRIGHT, Thomas",CPA,1315,2.5
NSW,Cowper,"KESTEVEN, Hereward",DSC,6958,14.4
NSW,Cowper,"MCCRISTAL, Timothy",ALP,10321,21.4
NSW,Cowper,"PAGE, Rt Hon Dr Earle",CP,30924,64.2
NSW,Dalley,"BLACKMAN, Jervis",IND,997,1.8
NSW,Dalley,"GILES, Henry",DSC,2079,3.9
NSW,Dalley,"MCPHEE, Creighton",CPA,689,1.3
NSW,Dalley,"NICOL, William",UAP,20655,38.3
NSW,Dalley,"ROSEVEAR, Sol",ALPN,25881,48.0
NSW,Dalley,"THOMPSON, William",ALP,3591,6.7
NSW,Darling,"BLAKELEY, Hon Arthur",ALP,13016,28.6
NSW,Darling,"CLARK, Joseph",ALPN,18208,40.0
NSW,Darling,"COOMBE, Stuart",CPA,758,1.7
NSW,Darling,"GOLDENSTEDT, Paul",CP,13567,29.8
NSW,East Sydney,"BUTTERELL, Arthur",UAP,21686,42.3
NSW,East Sydney,"LAUGHLAN, George",ALP,2400,4.7
NSW,East Sydney,"MCDOUGALL, William",CPA,1592,3.1
