State,Division,Candidate,Party,Votes,Percent
NSW,Banks,"BENNETT, Garry",AP,3203,5.4
NSW,Banks,"KINTOMINAS, Peter",LP,19828,33.7
NSW,Banks,"MARTIN, Vincent",ALP,35850,60.9
NSW,Barton,"BRADFIELD, James",LP,26771,44
NSW,Barton,"MARGETSON, Charles",AP,1397,2.3
NSW,Barton,"REYNOLDS, Leonard",ALP,32694,53.7
NSW,Bennelong,"ANLEZARK, John",IND,1311,2.1
NSW,Bennelong,"HALL, Richard",ALP,26581,42
NSW,Bennelong,"HOWARD, John",LP,32700,51.7
NSW,Bennelong,"SUTTON, Gillian",AP,2649,4.2
NSW,Berowra,"EDWARDS, Dr Harold",LP,39511,62.5
NSW,Berowra,"WALLACE, Patricia",AP,3386,5.4
NSW,Berowra,"WILLIAMS, George",ALP,20363,32.2
NSW,Blaxland,"HIGGS, Kenneth",AP,2689,4.4
NSW,Blaxland,"KEATING, Paul",ALP,40484,66.8
NSW,Blaxland,"SMALLWOOD, Wallace",LP,17398,28.7
NSW,Bradfield,"ABRAHAMS, Bruce",ALP,15391,23.6
NSW,Bradfield,"CONNOLLY, David",LP,47142,72.3
NSW,Bradfield,"JOHNSTON, Colvin",AP,2660,4.1
NSW,Calare,"BOWERS, Neville",ALP,13082,26.1
NSW,Calare,"BRAY, Douglas",AP,682,1.4
NSW,Calare,"ENGLAND, John",CP,27817,55.5
NSW,Calare,"HALL, Francis",ALP,8517,17
NSW,Chifley,"ARMITAGE, John",ALP,52400,70.8
NSW,Chifley,"LAMBERT, Phillip",AP,2090,2.8
NSW,Chifley,"ROBINSON, Patricia",LP,19502,26.4
NSW,Cook,"DOBIE, Hon Donald",LP,29142,48.7
NSW,Cook,"DUNPHY, Milo",AP,1555,2.6
NSW,Cook,"GALLAGHER, Ronald",IND,167,0.3
NSW,Cook,"THORBURN, Ray",ALP,29008,48.5
NSW,Cowper,"CRONIN, Thomas",ALP,22730,42.4
NSW,Cowper,"DAVIES, James",AP,585,1.1
NSW,Cowper,"HARDY, Raymond",IND,391,0.7
NSW,Cowper,"ROBINSON, Hon Ian",CP,29889,55.8
NSW,Cunningham,"CONNOR, Hon Rex",ALP,47129,69.9
NSW,Cunningham,"HEALY, Susan",AP,2067,3.1
NSW,Cunningham,"HOUGH, Warren",LP,18242,27.1
NSW,Darling,"FARRY, Peter",AP,1871,4.3
NSW,Darling,"FITZPATRICK, John",ALP,26188,59.6
NSW,Darling,"OVERTON, Maxwell",CP,10750,24.5
NSW,Darling,"THORNTON, William",LP,5143,11.7
NSW,Eden-Monaro,"BELL, Jonathan",LP,11325,19.9
NSW,Eden-Monaro,"BREWER, Ronald",CP,17144,30.1
NSW,Eden-Monaro,"HUGHES, Keith",AP,711,1.2
NSW,Eden-Monaro,"WHAN, Robert",ALP,27816,48.8
NSW,Evans,"ABEL, John",LP,24299,43.6
NSW,Evans,"FLOTTMANN, Paul",AP,977,1.8
NSW,Evans,"MCGARITY, John",IND,991,1.8
NSW,Evans,"MULDER, Allan",ALP,29502,52.9
NSW,Farrer,"BENTON, Peter",AP,2477,4.3
NSW,Farrer,"ESLER, Kevin",ALP,22926,39.9
NSW,Farrer,"FAIRBAIRN, Hon David",LP,32125,55.8
NSW,Grayndler,"BERRY, Gregory",AP,2500,5.1
NSW,Grayndler,"DALY, Hon Fred",ALP,35255,72.2
NSW,Grayndler,"FOWLER, Jonathan",LP,11064,22.7
NSW,Gwydir,"BOURKE, Francis",ALP,20249,40.6
NSW,Gwydir,"HUNT, Hon Ralph",CP,28892,58
NSW,Gwydir,"THOMPSON, James",AP,689,1.4
NSW,Hughes,"BENWELL, Philip",LP,18954,31.4
NSW,Hughes,"JOHNSON, Hon Leslie",ALP,40005,66.3
NSW,Hughes,"SKARSCHEWSKI, Walter",AP,1382,2.3
NSW,Hume,"GEDYE, John",AP,1253,2.6
NSW,Hume,"LUSHER, Stephen",CP,18882,39.6
NSW,Hume,"OLLEY, Frank",ALP,22640,47.4
NSW,Hume,"THOMPSON, Graham",LP,4942,10.4
NSW,Hunter,"BEVAN, Richard",LP,15442,24.9
NSW,Hunter,"JAMES, Bert",ALP,44987,72.6
NSW,Hunter,"KYNASTON, Desmond",AP,1501,2.4
NSW,Kingsford-Smith,"BOWEN, Hon Lionel",ALP,39432,67.8
NSW,Kingsford-Smith,"GREEN, Anthony",AP,1520,2.6
NSW,Kingsford-Smith,"MCCREADY, Gary",LP,17217,29.6
NSW,Lang,"EDGELL, George",AP,2558,4.4
NSW,Lang,"PEFFER, Barry",LP,17795,30.8
NSW,Lang,"STEWART, Hon Frank",ALP,37343,64.7
NSW,Lowe,"DOUGLAS, Bronte",IND,1578,2.8
NSW,Lowe,"MCMAHON, Rt Hon William",LP,29110,51.5
NSW,Lowe,"POULSON, Bent",AP,1088,1.9
NSW,Lowe,"SUTHERLAND, Douglas",ALP,24697,43.7
NSW,Lyne,"HAIG, David",AP,2005,3.6
NSW,Lyne,"LUCOCK, Philip",CP,33253,59.8
NSW,Lyne,"REED, Kenneth",ALP,20306,36.5
NSW,Macarthur,"KERIN, John",ALP,39306,53.2
NSW,Macarthur,"KERR, Jill",AP,1442,2
NSW,Macarthur,"WOOD, David",LP,33141,44.9
NSW,Mackellar,"DAVIES, Evan",ALP,26772,40.3
NSW,Mackellar,"GASH, Noel",AP,2987,4.5
NSW,Mackellar,"WENTWORTH, Hon William",LP,36697,55.2
NSW,Macquarie,"HUNT, Michael",CP,4453,6.3
NSW,Macquarie,"LUCHETTI, Tony",ALP,39472,56.1
NSW,Macquarie,"MACKAY, Hon Dr Malcolm",LP,24849,35.3
NSW,Macquarie,"PARROTT, Steven",CP,579,0.8
NSW,Macquarie,"WOODWARD, Gregory",AP,1061,1.5
NSW,Mitchell,"ASHLEY-BROWN, Alfred",ALP,36283,46.9
NSW,Mitchell,"BUTTERWORTH, John",AP,2080,2.7
NSW,Mitchell,"CADMAN, Alan",LP,39009,50.4
NSW,New England,"BISCHOFF, William",ALP,23197,40.2
NSW,New England,"EDWARDS, Brian",AP,1574,2.7
NSW,New England,"SINCLAIR, Hon Ian",CP,32874,57
NSW,Newcastle,"JONES, Hon Charles",ALP,38554,70
NSW,Newcastle,"ROSE, Ellen",AP,1590,2.9
NSW,Newcastle,"THOMAS, Arthur",LP,14947,27.1
NSW,North Sydney,"FEROS, James",AP,2609,4.9
NSW,North Sydney,"GRAHAM, Bruce",LP,30155,56.9
