State,Division,Winner,Party
QLD,Rankin,EMERSON,ALP
QLD,Ryan,JOHNSON,LP
QLD,Wide Bay,TRUSS,NPA
SA,Adelaide,ELLIS,ALP
SA,Barker,SECKER,LP
SA,Boothby,SOUTHCOTT,LP
SA,Grey,WAKELIN,LP
SA,Hindmarsh,GEORGANAS,ALP
SA,Kingston,RICHARDSON,LP
SA,Makin,DRAPER,LP
SA,Mayo,DOWNER,LP
SA,Port Adelaide,SAWFORD,ALP
SA,Sturt,PYNE,LP
SA,Wakefield,FAWCETT,LP
WA,Brand,BEAZLEY,ALP
WA,Canning,RANDALL,LP
WA,Cowan,EDWARDS,ALP
WA,Curtin,BISHOP,LP
WA,Forrest,PROSSER,LP
WA,Fremantle,LAWRENCE,ALP
WA,Hasluck,HENRY,LP
WA,Kalgoorlie,HAASE,LP
WA,Moore,WASHER,LP
WA,O'connor,TUCKEY,LP
WA,Pearce,MOYLAN,LP
WA,Perth,SMITH,ALP
WA,Stirling,KEENAN,LP
WA,Swan,WILKIE,ALP
WA,Tangney,JENSEN,LP
TAS,Bass,FERGUSON,LP
TAS,Braddon,BAKER,LP
TAS,Denison,KERR,ALP
TAS,Franklin,QUICK,ALP
TAS,Lyons,ADAMS,ALP
NT,Lingiari,SNOWDON,ALP
NT,Solomon,TOLLNER,LP
ACT,Canberra,ELLIS,ALP
ACT,Fraser,McMULLAN,ALP
