State,Division,Winner,Party
NSW,Banks,MELHAM,ALP
NSW,Barton,McCLELLAND,ALP
NSW,Bennelong,ALEXANDER,LP
NSW,Berowra,RUDDOCK,LP
NSW,Blaxland,CLARE,ALP
NSW,Bradfield,FLETCHER,LP
NSW,Calare,COBB,NAT
NSW,Charlton,COMBET,ALP
NSW,Chifley,HUSIC,ALP
NSW,Cook,MORRISON,LP
NSW,Cowper,HARTSUYKER,NAT
NSW,Cunningham,BIRD,ALP
NSW,Dobell,THOMSON,ALP
NSW,Eden-Monaro,KELLY,ALP
NSW,Farrer,LEY,LP
NSW,Fowler,HAYES,ALP
NSW,Gilmore,GASH,LP
NSW,Grayndler,ALBANESE,ALP
NSW,Greenway,ROWLAND,ALP
NSW,Hughes,KELLY,LP
NSW,Hume,SCHULTZ,LP
NSW,Hunter,FITZGIBBON,ALP
NSW,Kingsford Smith,GARRETT,ALP
NSW,Lindsay,BRADBURY,ALP
NSW,Lyne,OAKESHOTT,IND
NSW,Macarthur,MATHESON,LP
NSW,Mackellar,BISHOP,LP
NSW,Mcmahon,BOWEN,ALP
NSW,Macquarie,MARKUS,LP
NSW,Mitchell,HAWKE,LP
NSW,New England,WINDSOR,IND
NSW,Newcastle,GRIERSON,ALP
NSW,North Sydney,HOCKEY,LP
NSW,Page,SAFFIN,ALP
NSW,Parkes,COULTON,NAT
NSW,Parramatta,OWENS,ALP
NSW,Paterson,BALDWIN,LP
NSW,Reid,MURPHY,ALP
NSW,Richmond,ELLIOT,ALP
NSW,Riverina,McCORMACK,NAT
NSW,Robertson,O'NEILL,ALP
NSW,Shortland,HALL,ALP
NSW,Sydney,PLIBERSEK,ALP
NSW,Throsby,JONES,ALP
NSW,Warringah,ABBOTT,LP
NSW,Watson,BURKE,ALP
NSW,Wentworth,TURNBULL,LP
NSW,Werriwa,FERGUSON,ALP
VIC,Aston,TUDGE,LP
VIC,Ballarat,KING,ALP
VIC,Batman,FERGUSON,ALP
VIC,Bendigo,GIBBONS,ALP
VIC,Bruce,GRIFFIN,ALP
VIC,Calwell,VAMVAKINOU,ALP
VIC,Casey,SMITH,LP
VIC,Chisholm,BURKE,ALP
VIC,Corangamite,CHEESEMAN,ALP
VIC,Corio,MARLES,ALP
VIC,Deakin,SYMON,ALP
VIC,Dunkley,BILLSON,LP
VIC,Flinders,HUNT,LP
VIC,Gellibrand,ROXON,ALP
VIC,Gippsland,CHESTER,NAT
VIC,Goldstein,ROBB,LP
VIC,Gorton,O'CONNOR,ALP
VIC,Higgins,O'DWYER,LP
VIC,Holt,BYRNE,ALP
VIC,Hotham,CREAN,ALP
VIC,Indi,MIRABELLA,LP
VIC,Isaacs,DREYFUS,ALP
VIC,Jagajaga,MACKLIN,ALP
VIC,Kooyong,FRYDENBERG,LP
VIC,La Trobe,SMYTH,ALP
VIC,Lalor,GILLARD,ALP
VIC,Mcewen,MITCHELL,ALP
VIC,Mcmillan,BROADBENT,LP
VIC,Mallee,FORREST,NAT
VIC,Maribyrnong,SHORTEN,ALP
VIC,Melbourne,BANDT,GRN
VIC,Melbourne Ports,DANBY,ALP
VIC,Menzies,ANDREWS,LP
VIC,Murray,STONE,LP
VIC,Scullin,JENKINS,ALP
VIC,Wannon,TEHAN,LP
VIC,Wills,THOMSON,ALP
QLD,Blair,NEUMANN,ALP
QLD,Bonner,VASTA,LNP
QLD,Bowman,LAMING,LNP
QLD,Brisbane,GAMBARO,LNP
QLD,Capricornia,LIVERMORE,ALP
QLD,Dawson,CHRISTENSEN,LNP
QLD,Dickson,DUTTON,LNP
QLD,Fadden,ROBERT,LNP
QLD,Fairfax,SOMLYAY,LNP
QLD,Fisher,SLIPPER,LNP
QLD,Flynn,O'DOWD,LNP
QLD,Forde,MANEN,LNP
QLD,Griffith,RUDD,ALP
QLD,Groom,MACFARLANE,LNP
QLD,Herbert,JONES,LNP
QLD,Hinkler,NEVILLE,LNP
QLD,Kennedy,KATTER,IND
QLD,Leichhardt,ENTSCH,LNP
QLD,Lilley,SWAN,ALP
QLD,Longman,ROY,LNP
QLD,Mcpherson,ANDREWS,LNP
QLD,Maranoa,SCOTT,LNP
QLD,Moncrieff,CIOBO,LNP
QLD,Moreton,PERRETT,ALP
QLD,Oxley,RIPOLL,ALP
