State,Division,Candidate,Party,Votes,Percent
NSW,Banks,"GREENE, Montague",AD,9453,13.7
NSW,Banks,"HINTON, Paul",LP,25942,37.7
NSW,Banks,"MARTIN, Vincent",ALP,33452,48.6
NSW,Barton,"BELLCHAMBERS, Edwin",IND,1404,2.1
NSW,Barton,"BRADFIELD, James",LP,32128,48.4
NSW,Barton,"CUNNINGHAM, Ron",ALP,27204,41.0
NSW,Barton,"WHITE, Philip",AD,5650,8.5
NSW,Bennelong,"HOWARD, Hon John",LP,37080,56.2
NSW,Bennelong,"IRWIN, Bruce",AD,8544,13.0
NSW,Bennelong,"RENNIE, David",IND,556,0.8
NSW,Bennelong,"WELSMAN, Noel",ALP,19794,30.0
NSW,Berowra,"EDWARDS, Dr Harold",LP,39350,62.9
NSW,Berowra,"JONES, Michael",ALP,15325,24.5
NSW,Berowra,"SIMPSON, George",IND,686,1.1
NSW,Berowra,"AGGELE, Johannes van",AD,7207,11.5
NSW,Blaxland,"HAGGERTY, William",IND,3974,6.0
NSW,Blaxland,"KEATING, Hon Paul",ALP,36109,54.2
NSW,Blaxland,"NAPOLI, Salvatore",LP,21978,33.0
NSW,Blaxland,"SULI, Steven",AD,4500,6.8
NSW,Bradfield,"BROWN, Christopher",IND,1518,2.2
NSW,Bradfield,"CONNOLLY, David",LP,49052,72.6
NSW,Bradfield,"KIBBLE, Pauline",ALP,9578,14.2
NSW,Bradfield,"MARRABLE, Donald",AD,7378,10.9
NSW,Calare,"ASHTON, James",LP,13509,20.4
NSW,Calare,"BAIRD, Darvell",AD,4986,7.5
NSW,Calare,"MACKENZIE, Alexander",NCP,20893,31.6
NSW,Calare,"SIMMONS, David",ALP,26799,40.5
NSW,Chifley,"ARMITAGE, John",ALP,39168,60.0
NSW,Chifley,"MUNDEY, Jack",CPA,1910,2.9
NSW,Chifley,"TAYLOR, Richard",LP,17745,27.2
NSW,Chifley,"TOZER, Alfred",AD,6414,9.8
NSW,Cook,"DAY, Walter",AD,7162,10.4
NSW,Cook,"DOBIE, Hon Donald",LP,35648,51.6
NSW,Cook,"SOPER, Henry",IND,791,1.1
NSW,Cook,"THORBURN, Ray",ALP,25511,36.9
NSW,Cowper,"CLAGUE, Colin",ALP,23221,36.1
NSW,Cowper,"ROBINSON, Hon Ian",NCP,41015,63.9
NSW,Cunningham,"DENNETT, Noel",IND,1583,2.3
NSW,Cunningham,"DEZELIN, Rudolph",IND,375,0.5
NSW,Cunningham,"GRIFFIN, Thomas",LP,21419,31.3
