State,Division,Candidate,Party,Votes,Percent
NSW,Barrier,"SHEPHERD, William",LP,1562,14.2
NSW,Barrier,"THOMAS, Hon Josiah",ALP,9447,85.8
NSW,Calare,"BROWN, Hon Thomas",ALP,10561,53.6
NSW,Calare,"PIGOTT, Henry",LP,9147,46.4
NSW,Cook,"CATTS, James",ALP,14021,64.1
NSW,Cook,"CLEGG, William",LP,7856,35.9
NSW,Cowper,"JOHNSON, Clement",ALP,3692,28.9
NSW,Cowper,"O'BRIEN, John",IND,418,3.3
NSW,Cowper,"THOMSON, John",LP,8686,67.9
NSW,Dalley,"HOWE, Robert",ALP,14610,56.6
NSW,Dalley,"WILKS, Hon William",LP,11215,43.4
NSW,Darling,"CARROLL, James",LP,5222,35.3
NSW,Darling,"SPENCE, Hon William",ALP,9551,64.7
NSW,East Sydney,"LEES, Samuel",LP,7890,42.9
NSW,East Sydney,"WEST, John",ALP,10487,57.1
NSW,Eden-Monaro,"CHAPMAN, Hon Austin",LP,Unopposed,100.0
NSW,Gwydir,"PATTEN, Robert",LP,7160,40.4
NSW,Gwydir,"WEBSTER, William",ALP,10569,59.6
NSW,Hume,"GROGAN, Bernard",LP,4708,33.6
NSW,Hume,"LYNE, Hon Sir William",IND,9322,66.4
NSW,Hunter,"CHARLTON, Matthew",ALP,14803,60.9
NSW,Hunter,"LIDDELL, Dr Frank",LP,9523,39.1
NSW,Illawarra,"BURNS, George",ALP,9025,48.0
NSW,Illawarra,"FULLER, Hon George",LP,9763,52.0
NSW,Lang,"CRAWFORD, Thomas",ALP,12402,49.0
NSW,Lang,"JOHNSON, Elliot",LP,12921,51.0
NSW,Macquarie,"CARR, Ernest",ALP,9875,56.5
NSW,Macquarie,"CONROY, Hon Alfred",LP,7618,43.5
NSW,Nepean,"CANN, George",ALP,11113,51.5
NSW,Nepean,"BOWDEN, Eric",LP,10461,48.5
NSW,New England,"FLEMING, William",LP,8637,47.3
NSW,New England,"FOSTER, Francis",ALP,9622,52.7
NSW,Newcastle,"PULSFORD, Frank",LP,4825,23.3
NSW,Newcastle,"WATKINS, Hon David",ALP,15920,76.7
NSW,North Sydney,"EDWARDS, Hon George",LP,15233,65.2
NSW,North Sydney,"STEEL, John",IND,294,1.3
NSW,North Sydney,"TIGHE, Percy",ALP,7850,33.6
NSW,Parkes,"BURGESS, Ernest",ALP,8776,34.8
NSW,Parkes,"PRATTEN, Herbert",IND,5099,20.2
