State,Division,Candidate,Party,Votes,Percent
NSW,Banks,"FAIRBAIRN, Charles",LP,23962,35.5
NSW,Banks,"GREENE, Montague",AD,3908,5.8
NSW,Banks,"HOLMES, David",IND,572,0.8
NSW,Banks,"MOUNTFORD, John",ALP,39013,57.8
NSW,Barton,"BARTON, Bruce",IND,3153,5.0
NSW,Barton,"BELLCHAMBERS, Edwin",IND,166,0.3
NSW,Barton,"BRADFIELD, James",LP,26086,41.4
NSW,Barton,"GEORGE, Ronald",AD,1812,2.9
NSW,Barton,"LINDSAY, Jean",IND,284,0.5
NSW,Barton,"PUNCH, Gary",ALP,31308,49.7
NSW,Barton,"WRIGHT, Peter",IND,172,0.3
NSW,Bennelong,"DUNPHY, Milo",IND,8495,12.7
NSW,Bennelong,"GABELL, Steve",IND,1000,1.5
NSW,Bennelong,"HOWARD, Hon John",LP,33721,50.3
NSW,Bennelong,"VICKERS, Donald",ALP,23799,35.5
NSW,Berowra,"EDWARDS, Dr Harold",LP,40676,60.1
NSW,Berowra,"MARSHAN, Maurice",ALP,20943,31.0
NSW,Berowra,"TUCKWELL, Pamela",AD,6015,8.9
NSW,Blaxland,"BROWN, David",LP,21604,32.7
NSW,Blaxland,"GOH, Siong Hoe",IND,388,0.6
NSW,Blaxland,"GRATTAN, Phillip",AD,2504,3.8
NSW,Blaxland,"KEATING, Hon Paul",ALP,41609,62.9
NSW,Bradfield,"CONNOLLY, David",LP,49566,72.1
NSW,Bradfield,"DONOVAN, Peter",ALP,14535,21.1
NSW,Bradfield,"DUNNE, Anthony",AD,4674,6.8
NSW,Calare,"MACKENZIE, Alexander",NPA,31087,44.9
NSW,Calare,"RITTER, Ann",AD,2562,3.7
NSW,Calare,"SIMMONS, David",ALP,35089,50.6
NSW,Calare,"SIMPSON, George",IND,566,0.8
NSW,Chifley,"BROI, Christine",IND,4557,6.3
NSW,Chifley,"COOPER, Jonathan",IND,3744,5.2
NSW,Chifley,"GORMAN, Russell",ALP,44419,61.2
NSW,Chifley,"JONES, Frances",AD,2187,3.0
NSW,Chifley,"MITCHELL, Edna",LP,16565,22.8
NSW,Chifley,"SMITH/NEW, Jane",IND,1114,1.5
NSW,Cook,"ADDISON, Michael",ALP,34803,49.2
NSW,Cook,"DOBIE, Hon Donald",LP,34666,49.0
NSW,Cook,"SOPER, Henry",IND,1213,1.7
NSW,Cowper,"BROWN, Peter",AD,6962,8.8
NSW,Cowper,"MORAN, Joseph",ALP,33986,42.9
NSW,Cowper,"ROBINSON, Hon Ian",NPA,38351,48.4
NSW,Cunningham,"COVELL, Diana",IND,2802,3.8
NSW,Cunningham,"FISHER, Gary",LP,17874,24.3
NSW,Cunningham,"JONES, George",AD,4986,6.8
NSW,Cunningham,"PASARA, Rudolf",IND,689,0.9
NSW,Cunningham,"RUTNAM, Romaine",CPA,704,1.0
NSW,Cunningham,"WEST, Stewart",ALP,46419,63.2
NSW,Dundas,"BLAXELL, Margaret",ALP,29727,44.4
NSW,Dundas,"RUDDOCK, Philip",LP,33509,50.1
NSW,Dundas,"TUMMINELLO, John",AD,3712,5.5
NSW,Eden-Monaro,"NAUGHTON, Miriam",IND,2333,3.1
NSW,Eden-Monaro,"SAINSBURY, Murray",LP,33141,44.7
NSW,Eden-Monaro,"SARINA, Ronald",IND,260,0.4
NSW,Eden-Monaro,"SNOW, James",ALP,36401,49.1
NSW,Eden-Monaro,"WITT, Russell",AD,1977,2.7
NSW,Farrer,"DIFFEY, Noel",ALP,27168,38.9
NSW,Farrer,"FIFE, Hon Wallace",LP,40060,57.4
NSW,Farrer,"MILNE, Scott",AD,1872,2.7
NSW,Farrer,"NATHAN, Maureen",IND,740,1.1
NSW,Grayndler,"GIBSON, David",IND,3434,5.8
NSW,Grayndler,"JAMES, Edward",LP,17508,29.7
NSW,Grayndler,"JARMAN, Albert",AD,1831,3.1
NSW,Grayndler,"KARADJIS, Michael",IND,432,0.7
NSW,Grayndler,"MCLEAY, Leo",ALP,34679,58.9
NSW,Grayndler,"OWENS, Joseph",CPA,1008,1.7
NSW,Gwydir,"COLLISON, Gloria",AD,3711,5.4
NSW,Gwydir,"HAMILTON, Robert",ALP,25585,37.6
NSW,Gwydir,"HUNT, Hon Ralph",NPA,38839,57.0
NSW,Hughes,"HELLYER, Ronald",AD,6899,9.1
NSW,Hughes,"JOHNSON, Hon Leslie",ALP,46667,61.6
NSW,Hughes,"PAINTER, Stephen",IND,672,0.9
NSW,Hughes,"SOMERVILLE, Peter",LP,21467,28.4
NSW,Hume,"BUTLER, Gregory",AD,3419,5.1
NSW,Hume,"LUSHER, Stephen",NPA,36217,54.2
NSW,Hume,"MCCORMICK, Marie",ALP,27195,40.7
NSW,Hunter,"BROWN, Robert",ALP,54213,68.1
NSW,Hunter,"WHITE, James",LP,19508,24.5
NSW,Hunter,"WILSON, Edwina",AD,5942,7.5
NSW,Kingsford-Smith,"BOWEN, Hon Lionel",ALP,45168,70.4
NSW,Kingsford-Smith,"CHANNELLS, Geoffrey",IND,869,1.4
NSW,Kingsford-Smith,"LARKINGS, Anthony",AD,1987,3.1
NSW,Kingsford-Smith,"O'NEIL, Collin",LP,16090,25.1
NSW,Lowe,"JARVIS, Helen",IND,1572,2.4
