State,Division,Candidate,Party,Votes,Percent
NSW,Banks,"CLANCY, Patrick",CPA,2885,4.9
NSW,Banks,"COSTA, Dominic",ALP,33175,56.2
NSW,Banks,"KOVJANIC, Milovan",LP,23014,39.0
NSW,Barton,"BOYLE, Norma",DLP,1508,3.3
NSW,Barton,"MANNING, Jack",LP,21394,46.7
NSW,Barton,"REYNOLDS, Leonard",ALP,22889,50.0
NSW,Bennelong,"BAIRD, William",ALP,19462,37.3
NSW,Bennelong,"CRAMER, Hon John",LP,29947,57.5
NSW,Bennelong,"DWYER, Allan",DLP,2422,4.6
NSW,Bennelong,"WOODHOUSE, Joseph",IND,296,0.6
NSW,Blaxland,"DAVIS, Kevin",DLP,2883,6.4
NSW,Blaxland,"HARRISON, James",ALP,27558,61.0
NSW,Blaxland,"MORRISH, Terence",LP,14741,32.6
NSW,Bradfield,"DROULERS, Dominique",DLP,3245,6.0
NSW,Bradfield,"MCCULLOCH, Lawrence",ALP,8575,16.0
NSW,Bradfield,"TURNER, Henry",LP,41831,78.0
NSW,Calare,"BOLAND, George",DLP,3289,8.2
NSW,Calare,"ENGLAND, John",CP,21690,54.3
NSW,Calare,"SERISIER, Leroy",ALP,14933,37.4
NSW,Cowper,"MCGUREN, Frank",ALP,18237,47.0
NSW,Cowper,"ROBINSON, Ian",CP,20556,53.0
NSW,Cunningham,"CONNOR, Rex",ALP,31905,58.4
NSW,Cunningham,"HOUGH, Michael",LP,20900,38.2
NSW,Cunningham,"MCDOUGALL, William",CPA,1836,3.4
NSW,Dalley,"KEOGH, Peter",DLP,9118,27.1
NSW,Dalley,"O'CONNOR, William",ALP,24553,72.9
NSW,Darling,"CLARK, Joseph",ALP,23352,67.4
NSW,Darling,"HARDING, Frederick",CP,11299,32.6
NSW,East Sydney,"BROWN, Wilton",CPA,1827,5.7
NSW,East Sydney,"DEVINE, Leonard",ALP,19779,61.2
NSW,East Sydney,"FOSTER, William",LP,10711,33.1
NSW,Eden-Monaro,"DONOHUE, John",DLP,1924,4.7
NSW,Eden-Monaro,"FRASER, Allan",ALP,20807,51.0
NSW,Eden-Monaro,"MUNRO, Dugald",LP,18095,44.3
NSW,Evans,"KANE, Jack",DLP,2263,6.0
NSW,Evans,"KELLY, Stanislaus",IND,177,0.5
NSW,Evans,"MACKAY, Dr Malcolm",LP,19306,51.1
NSW,Evans,"MONAGHAN, James",ALP,15863,42.0
NSW,Evans,"O'REILLY, Harold",IND,187,0.5
NSW,Farrer,"ESLER, Lawrence",DLP,3901,9.3
NSW,Farrer,"FAIRBAIRN, Hon David",LP,24744,58.9
NSW,Farrer,"MCPHERSON, Herbert",ALP,13341,31.8
NSW,Grayndler,"DALY, Fred",ALP,21053,64.5
NSW,Grayndler,"LEECH, Robert",LP,10684,32.8
NSW,Grayndler,"STEVENS, Mary",CPA,885,2.7
NSW,Gwydir,"ALLAN, Ian",CP,22477,55.0
NSW,Gwydir,"GREEN, Kenneth",ALP,18373,45.0
NSW,Hughes,"APAP, George",DLP,1665,2.4
NSW,Hughes,"COVER, William",LP,30751,44.8
NSW,Hughes,"JOHNSON, Leslie",ALP,35726,52.1
NSW,Hughes,"MANTOVA, John",IND,200,0.3
NSW,Hughes,"PHILLIPS, John",IND,269,0.4
NSW,Hume,"ASHTON, Geoffrey",LP,7299,18.8
NSW,Hume,"FULLER, Arthur",ALP,17931,46.1
NSW,Hume,"PETTITT, John",CP,11078,28.5
NSW,Hume,"ROWE, Charles",DLP,2574,6.6
NSW,Hunter,"BARR, Aubrey",DLP,3389,7.5
NSW,Hunter,"JAMES, Bert",ALP,32132,71.1
NSW,Hunter,"PHILLIPS, Evan",CPA,2103,4.7
NSW,Hunter,"WASSELL, John",LP,7555,16.7
NSW,Kingsford-Smith,"BAIRD, James",CPA,1729,3.9
NSW,Kingsford-Smith,"CURTIN, Daniel",ALP,24083,54.8
NSW,Kingsford-Smith,"PITKETHLY, Sidney",LP,18108,41.2
NSW,Lang,"BALL, Francis",IND,1626,3.7
NSW,Lang,"CARTER, Russell",LP,17208,39.1
NSW,Lang,"STEWART, Frank",ALP,25182,57.2
NSW,Lawson,"CANOBI, John",ALP,16659,42.0
NSW,Lawson,"FAILES, Laurence",CP,20991,53.0
NSW,Lawson,"MORANDINI, Mario",DLP,1972,5.0
NSW,Lowe,"HOLLAND, John",ALP,15426,39.5
NSW,Lowe,"LAWSON, Reginald",DLP,1910,4.9
NSW,Lowe,"MCMAHON, Hon William",LP,21714,55.6
NSW,Lyne,"ALLAN, John",ALP,15039,35.7
NSW,Lyne,"CORDNER, Joseph",IND,1181,2.8
NSW,Lyne,"LUCOCK, Philip",CP,25869,61.5
NSW,Macarthur,"BATE, Jeff",LP,31720,54.6
NSW,Macarthur,"NILON, Donald",ALP,24021,41.4
NSW,Macarthur,"PERISH, Albert",DLP,2021,3.5
NSW,Macarthur,"SARINA, Ronald",IND,309,0.5
NSW,Mackellar,"BEGG, Hugh",CPA,1834,3.0
NSW,Mackellar,"COHEN, Philip",DLP,2725,4.5
NSW,Mackellar,"ELLIOTT, Mabel",ALP,18440,30.3
NSW,Mackellar,"WENTWORTH, William",LP,37827,62.2
NSW,Macquarie,"HEESH, John",LP,18868,42.4
NSW,Macquarie,"LUCHETTI, Tony",ALP,25649,57.6
NSW,Mitchell,"ACKERMAN, Albert",IND,1604,2.0
NSW,Mitchell,"ARMITAGE, John",ALP,35301,44.4
NSW,Mitchell,"ASHE, John",IND,438,0.6
NSW,Mitchell,"IRWIN, Leslie",LP,39230,49.3
NSW,Mitchell,"TOWNER, Malcolm",DLP,2943,3.7
NSW,New England,"GORDON, James",IND,959,2.4
NSW,New England,"MONLEY, Andrew",IND,331,0.8
NSW,New England,"SINCLAIR, Ian",CP,22027,54.7
NSW,New England,"WHITE, Donald",ALP,16930,42.1
NSW,Newcastle,"COLLINS, Herbert",DLP,2559,7.0
NSW,Newcastle,"CUPIT, Eric",LP,12518,34.3
NSW,Newcastle,"JONES, Charles",ALP,21434,58.7
NSW,North Sydney,"FITZPATRICK, Michael",DLP,2035,5.4
NSW,North Sydney,"ISAACS, Maurice",ALP,13417,35.4
NSW,North Sydney,"JACK, William",LP,22492,59.3
NSW,Parkes,"COUCH, Vincent",DLP,2331,6.0
NSW,Parkes,"HAYLEN, Leslie",ALP,17900,46.3
NSW,Parkes,"HUGHES, Thomas",LP,18437,47.7
NSW,Parramatta,"BARWICK, Hon Sir Garfield",LP,31660,56.0
NSW,Parramatta,"BECK, Edward",DLP,3088,5.5
NSW,Parramatta,"MCLAREN, Maxwell",ALP,21791,38.5
NSW,Paterson,"FAIRHALL, Hon Allen",LP,24695,61.4
NSW,Paterson,"JONES, Archibald",ALP,15503,38.6
NSW,Phillip,"ANTILL, John",DLP,2215,5.8
NSW,Phillip,"ASTON, William",LP,18128,47.7
NSW,Phillip,"EINFELD, Sydney",ALP,17634,46.4
NSW,Reid,"CARROLL, Michael",DLP,5547,10.0
NSW,Reid,"REEVES, Thomas",LP,17667,31.7
NSW,Reid,"UREN, Tom",ALP,32497,58.3
NSW,Richmond,"ANTHONY, Doug",CP,26389,66.2
NSW,Richmond,"BRAY, Peter",IND,607,1.5
NSW,Richmond,"WALSH, Matthew",ALP,12841,32.2
NSW,Riverina,"GROUTSCH, Victor",DLP,2733,6.7
NSW,Riverina,"ROBERTON, Hon Hugh",CP,21068,51.7
NSW,Riverina,"WARD, John",ALP,16969,41.6
NSW,Robertson,"BRITTON, George",DLP,2717,5.0
NSW,Robertson,"BROWN, Robert",ALP,24224,44.5
NSW,Robertson,"DEAN, Roger",LP,27474,50.5
NSW,Shortland,"BURKE, Robert",DLP,4922,9.2
NSW,Shortland,"CURTHOYS, Barbara",CPA,1538,2.9
NSW,Shortland,"GILCHRIST, William",LP,14535,27.3
NSW,Shortland,"GRIFFITHS, Charles",ALP,32270,60.6
NSW,St George,"BOSMAN, Leonard",LP,20869,50.1
NSW,St George,"CLAY, Lionel",ALP,19648,47.1
NSW,St George,"VANDERGRIFF, John",DLP,1169,2.8
NSW,Warringah,"COCKLE, John",LP,31478,72.5
NSW,Warringah,"LANCASTER, John",ALP,9964,22.9
NSW,Warringah,"PLUNKETT, John",DLP,1975,4.5
NSW,Watson,"ATKINSON, Bernard",DLP,2136,6.0
NSW,Watson,"COPE, James",ALP,24280,68.1
