State,Division,Candidate,Party,Votes,Percent
NSW,Barton,"LEY, Hon Thomas",NAT,26172,51.0
NSW,Barton,"MCDONALD, Frederick",ALP,25112,49.0
NSW,Calare,"HOWSE, Hon Sir Neville",NAT,21645,59.1
NSW,Calare,"SOUTHWICK, William",IND,461,1.3
NSW,Calare,"WEBSTER, William",ALP,14499,39.6
NSW,Cook,"PHILIP, Arthur",NAT,12229,32.2
NSW,Cook,"RILEY, Edward",ALP,25764,67.8
NSW,Cowper,"LOCKHART, Easton",ALP,10510,30.0
NSW,Cowper,"PAGE, Rt Hon Dr Earle",CP,24571,70.0
NSW,Dalley,"MAHONY, William",ALP,24455,64.1
NSW,Dalley,"THOMSON, James",NAT,13702,35.9
NSW,Darling,"BLAKELEY, Arthur",ALP,20965,65.5
NSW,Darling,"DOWLING, John",NAT,11043,34.5
NSW,East Sydney,"ORCHARD, Hon Richard",NAT,16169,46.2
NSW,East Sydney,"WEST, John",ALP,18822,53.8
NSW,Eden-Monaro,"CHAPMAN, Hon Sir Austin",NAT,23371,64.6
NSW,Eden-Monaro,"MORGAN, Charles",ALP,12828,35.4
NSW,Gwydir,"ABBOTT, Aubrey",CP,10509,30.8
NSW,Gwydir,"CUNNINGHAM, Lou",ALP,15531,45.5
NSW,Gwydir,"MCGOWAN, Joseph",NAT,8080,23.7
NSW,Hume,"CAMPBELL, Angus",NAT,12529,33.5
NSW,Hume,"MIERS, Victor",CP,6011,16.1
NSW,Hume,"MOLONEY, Parker",ALP,18860,50.4
NSW,Hunter,"CHARLTON, Matthew",ALP,31244,71.3
NSW,Hunter,"HORSFALL, Alfred",NAT,12550,28.7
NSW,Lang,"JOHNSON, Hon Sir Elliot",NAT,22756,55.9
NSW,Lang,"SMITH, George",ALP,17941,44.1
NSW,Macquarie,"CHIFLEY, Ben",ALP,17553,48.7
NSW,Macquarie,"MANNING, Arthur",NAT,18456,51.3
NSW,Martin,"MCDICKEN, Henry",ALP,17263,35.2
NSW,Martin,"PRATTEN, Hon Herbert",NAT,31730,64.8
NSW,New England,"HEISS, John",ALP,14824,41.5
NSW,New England,"THOMPSON, Victor",CP,20896,58.5
NSW,Newcastle,"WALLER, George",NAT,16378,37.5
NSW,Newcastle,"WATKINS, Hon David",ALP,27291,62.5
NSW,North Sydney,"HUGHES, Rt Hon Billy",NAT,33855,71.5
NSW,North Sydney,"LAMARO, Joseph",ALP,13500,28.5
NSW,Parkes,"DUNN, William",ALP,16808,37.2
